paipaiworld_config,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
306000131,42636131,0,0,3,6,0,迷宫装备,,,龙王履,龙王履,human_robot_icon_atlas_0,42606004,42606140,601,0
306000132,42636132,0,0,3,6,0,迷宫装备,,,龙王履,龙王履,human_robot_icon_atlas_0,42606004,42606140,601,0
306000133,42636133,0,0,3,6,0,迷宫装备,,,龙王履,龙王履,human_robot_icon_atlas_0,42606004,42606140,601,0
306000134,42636134,0,0,3,6,0,迷宫装备,,,龙王履,龙王履,human_robot_icon_atlas_0,42606004,42606140,601,0
306000135,42636135,0,0,3,6,0,迷宫装备,,,龙王履,龙王履,human_robot_icon_atlas_0,42606004,42606140,601,0
306000136,42636136,0,0,3,6,0,迷宫装备,,,龙王履,龙王履,human_robot_icon_atlas_0,42606004,42606140,601,0
306000137,42636137,0,0,3,6,0,迷宫装备,,,龙王履,龙王履,human_robot_icon_atlas_0,42606004,42606140,601,0
306000138,42636138,0,0,3,6,0,迷宫装备,,,龙王履,龙王履,human_robot_icon_atlas_0,42606004,42606140,601,0
306000139,42636139,0,0,3,6,0,迷宫装备,,,龙王履,龙王履,human_robot_icon_atlas_0,42606004,42606140,601,0
306000140,42636140,0,0,3,6,0,迷宫装备,,,龙王履,龙王履,human_robot_icon_atlas_0,42606004,42606140,601,0
306000141,42636141,0,0,3,6,0,迷宫装备,,,龙皇履,龙皇履,human_robot_icon_atlas_0,42606004,42606150,601,0
306000142,42636142,0,0,3,6,0,迷宫装备,,,龙皇履,龙皇履,human_robot_icon_atlas_0,42606004,42606150,601,0
306000143,42636143,0,0,3,6,0,迷宫装备,,,龙皇履,龙皇履,human_robot_icon_atlas_0,42606004,42606150,601,0
306000144,42636144,0,0,3,6,0,迷宫装备,,,龙皇履,龙皇履,human_robot_icon_atlas_0,42606004,42606150,601,0
306000145,42636145,0,0,3,6,0,迷宫装备,,,龙皇履,龙皇履,human_robot_icon_atlas_0,42606004,42606150,601,0
306000146,42636146,0,0,3,6,0,迷宫装备,,,龙皇履,龙皇履,human_robot_icon_atlas_0,42606004,42606150,601,0
306000147,42636147,0,0,3,6,0,迷宫装备,,,龙皇履,龙皇履,human_robot_icon_atlas_0,42606004,42606150,601,0
306000148,42636148,0,0,3,6,0,迷宫装备,,,龙皇履,龙皇履,human_robot_icon_atlas_0,42606004,42606150,601,0
306000149,42636149,0,0,3,6,0,迷宫装备,,,龙皇履,龙皇履,human_robot_icon_atlas_0,42606004,42606150,601,0
306000150,42636150,0,0,3,6,0,迷宫装备,,,龙皇履,龙皇履,human_robot_icon_atlas_0,42606004,42606150,601,0
306000151,42636151,0,0,3,6,0,迷宫装备,,,龙神履,龙神履,human_robot_icon_atlas_0,42606004,42606160,601,0
306000152,42636152,0,0,3,6,0,迷宫装备,,,龙神履,龙神履,human_robot_icon_atlas_0,42606004,42606160,601,0
306000153,42636153,0,0,3,6,0,迷宫装备,,,龙神履,龙神履,human_robot_icon_atlas_0,42606004,42606160,601,0
306000154,42636154,0,0,3,6,0,迷宫装备,,,龙神履,龙神履,human_robot_icon_atlas_0,42606004,42606160,601,0
306000155,42636155,0,0,3,6,0,迷宫装备,,,龙神履,龙神履,human_robot_icon_atlas_0,42606004,42606160,601,0
306000156,42636156,0,0,3,6,0,迷宫装备,,,龙神履,龙神履,human_robot_icon_atlas_0,42606004,42606160,601,0
306000157,42636157,0,0,3,6,0,迷宫装备,,,龙神履,龙神履,human_robot_icon_atlas_0,42606004,42606160,601,0
306000158,42636158,0,0,3,6,0,迷宫装备,,,龙神履,龙神履,human_robot_icon_atlas_0,42606004,42606160,601,0
306000159,42636159,0,0,3,6,0,迷宫装备,,,龙神履,龙神履,human_robot_icon_atlas_0,42606004,42606160,601,0
306000160,42636160,0,0,3,6,0,迷宫装备,,,龙神履,龙神履,human_robot_icon_atlas_0,42606004,42606160,601,0
502000001,42652001,0,0,5,2,0,迷宫装备,,,布冠,铁冠,human_robot_icon_atlas_0,42602001,42602010,203,0
502000002,42652002,0,0,5,2,0,迷宫装备,,,布冠,青钢冠,human_robot_icon_atlas_0,42602002,42602010,303,0
502000003,42652003,0,0,5,2,0,迷宫装备,,,布冠,流云冠,human_robot_icon_atlas_0,42602003,42602010,403,0
502000004,42652004,0,0,5,2,0,迷宫装备,,,布冠,飞虹冠,human_robot_icon_atlas_0,42602004,42602010,503,0
502000005,42652005,0,0,5,2,0,迷宫装备,,,布冠,飞虹冠,human_robot_icon_atlas_0,42602004,42602010,603,0
502000006,42652006,0,0,5,2,0,迷宫装备,,,布冠,飞虹冠,human_robot_icon_atlas_0,42602004,42602010,603,0
502000007,42652007,0,0,5,2,0,迷宫装备,,,布冠,飞虹冠,human_robot_icon_atlas_0,42602004,42602010,603,0
502000008,42652008,0,0,5,2,0,迷宫装备,,,布冠,飞虹冠,human_robot_icon_atlas_0,42602004,42602010,603,0
502000009,42652009,0,0,5,2,0,迷宫装备,,,布冠,飞虹冠,human_robot_icon_atlas_0,42602004,42602010,603,0
502000010,42652010,0,0,5,2,0,迷宫装备,,,布冠,飞虹冠,human_robot_icon_atlas_0,42602004,42602010,603,0
502000011,42652011,0,0,5,2,0,迷宫装备,,,铁头冠,铁头冠,human_robot_icon_atlas_0,42602004,42602020,603,0
502000012,42652012,0,0,5,2,0,迷宫装备,,,铁头冠,铁头冠,human_robot_icon_atlas_0,42602004,42602020,603,0
502000013,42652013,0,0,5,2,0,迷宫装备,,,铁头冠,铁头冠,human_robot_icon_atlas_0,42602004,42602020,603,0
502000014,42652014,0,0,5,2,0,迷宫装备,,,铁头冠,铁头冠,human_robot_icon_atlas_0,42602004,42602020,603,0
502000015,42652015,0,0,5,2,0,迷宫装备,,,铁头冠,铁头冠,human_robot_icon_atlas_0,42602004,42602020,603,0
502000016,42652016,0,0,5,2,0,迷宫装备,,,铁头冠,铁头冠,human_robot_icon_atlas_0,42602004,42602020,603,0
502000017,42652017,0,0,5,2,0,迷宫装备,,,铁头冠,铁头冠,human_robot_icon_atlas_0,42602004,42602020,603,0
502000018,42652018,0,0,5,2,0,迷宫装备,,,铁头冠,铁头冠,human_robot_icon_atlas_0,42602004,42602020,603,0
502000019,42652019,0,0,5,2,0,迷宫装备,,,铁头冠,铁头冠,human_robot_icon_atlas_0,42602004,42602020,603,0
502000020,42652020,0,0,5,2,0,迷宫装备,,,铁头冠,铁头冠,human_robot_icon_atlas_0,42602004,42602020,603,0
502000021,42652021,0,0,5,2,0,迷宫装备,,,青钢头冠,青钢头冠,human_robot_icon_atlas_0,42602004,42602030,603,0
502000022,42652022,0,0,5,2,0,迷宫装备,,,青钢头冠,青钢头冠,human_robot_icon_atlas_0,42602004,42602030,603,0
502000023,42652023,0,0,5,2,0,迷宫装备,,,青钢头冠,青钢头冠,human_robot_icon_atlas_0,42602004,42602030,603,0
502000024,42652024,0,0,5,2,0,迷宫装备,,,青钢头冠,青钢头冠,human_robot_icon_atlas_0,42602004,42602030,603,0
502000025,42652025,0,0,5,2,0,迷宫装备,,,青钢头冠,青钢头冠,human_robot_icon_atlas_0,42602004,42602030,603,0
502000026,42652026,0,0,5,2,0,迷宫装备,,,青钢头冠,青钢头冠,human_robot_icon_atlas_0,42602004,42602030,603,0
502000027,42652027,0,0,5,2,0,迷宫装备,,,青钢头冠,青钢头冠,human_robot_icon_atlas_0,42602004,42602030,603,0
502000028,42652028,0,0,5,2,0,迷宫装备,,,青钢头冠,青钢头冠,human_robot_icon_atlas_0,42602004,42602030,603,0
502000029,42652029,0,0,5,2,0,迷宫装备,,,青钢头冠,青钢头冠,human_robot_icon_atlas_0,42602004,42602030,603,0
502000030,42652030,0,0,5,2,0,迷宫装备,,,青钢头冠,青钢头冠,human_robot_icon_atlas_0,42602004,42602030,603,0
502000031,42652031,0,0,5,2,0,迷宫装备,,,流云头冠,流云头冠,human_robot_icon_atlas_0,42602004,42602040,603,0
502000032,42652032,0,0,5,2,0,迷宫装备,,,流云头冠,流云头冠,human_robot_icon_atlas_0,42602004,42602040,603,0
502000033,42652033,0,0,5,2,0,迷宫装备,,,流云头冠,流云头冠,human_robot_icon_atlas_0,42602004,42602040,603,0
502000034,42652034,0,0,5,2,0,迷宫装备,,,流云头冠,流云头冠,human_robot_icon_atlas_0,42602004,42602040,603,0
502000035,42652035,0,0,5,2,0,迷宫装备,,,流云头冠,流云头冠,human_robot_icon_atlas_0,42602004,42602040,603,0
502000036,42652036,0,0,5,2,0,迷宫装备,,,流云头冠,流云头冠,human_robot_icon_atlas_0,42602004,42602040,603,0
502000037,42652037,0,0,5,2,0,迷宫装备,,,流云头冠,流云头冠,human_robot_icon_atlas_0,42602004,42602040,603,0
502000038,42652038,0,0,5,2,0,迷宫装备,,,流云头冠,流云头冠,human_robot_icon_atlas_0,42602004,42602040,603,0
502000039,42652039,0,0,5,2,0,迷宫装备,,,流云头冠,流云头冠,human_robot_icon_atlas_0,42602004,42602040,603,0
502000040,42652040,0,0,5,2,0,迷宫装备,,,流云头冠,流云头冠,human_robot_icon_atlas_0,42602004,42602040,603,0
502000041,42652041,0,0,5,2,0,迷宫装备,,,飞虹头冠,飞虹头冠,human_robot_icon_atlas_0,42602004,42602050,603,0
502000042,42652042,0,0,5,2,0,迷宫装备,,,飞虹头冠,飞虹头冠,human_robot_icon_atlas_0,42602004,42602050,603,0
502000043,42652043,0,0,5,2,0,迷宫装备,,,飞虹头冠,飞虹头冠,human_robot_icon_atlas_0,42602004,42602050,603,0
502000044,42652044,0,0,5,2,0,迷宫装备,,,飞虹头冠,飞虹头冠,human_robot_icon_atlas_0,42602004,42602050,603,0
502000045,42652045,0,0,5,2,0,迷宫装备,,,飞虹头冠,飞虹头冠,human_robot_icon_atlas_0,42602004,42602050,603,0
502000046,42652046,0,0,5,2,0,迷宫装备,,,飞虹头冠,飞虹头冠,human_robot_icon_atlas_0,42602004,42602050,603,0
502000047,42652047,0,0,5,2,0,迷宫装备,,,飞虹头冠,飞虹头冠,human_robot_icon_atlas_0,42602004,42602050,603,0
502000048,42652048,0,0,5,2,0,迷宫装备,,,飞虹头冠,飞虹头冠,human_robot_icon_atlas_0,42602004,42602050,603,0
502000049,42652049,0,0,5,2,0,迷宫装备,,,飞虹头冠,飞虹头冠,human_robot_icon_atlas_0,42602004,42602050,603,0
502000050,42652050,0,0,5,2,0,迷宫装备,,,飞虹头冠,飞虹头冠,human_robot_icon_atlas_0,42602004,42602050,603,0
502000051,42652051,0,0,5,2,0,迷宫装备,,,紫金头冠,紫金头冠,human_robot_icon_atlas_0,42602004,42602060,603,0
502000052,42652052,0,0,5,2,0,迷宫装备,,,紫金头冠,紫金头冠,human_robot_icon_atlas_0,42602004,42602060,603,0
502000053,42652053,0,0,5,2,0,迷宫装备,,,紫金头冠,紫金头冠,human_robot_icon_atlas_0,42602004,42602060,603,0
502000054,42652054,0,0,5,2,0,迷宫装备,,,紫金头冠,紫金头冠,human_robot_icon_atlas_0,42602004,42602060,603,0
502000055,42652055,0,0,5,2,0,迷宫装备,,,紫金头冠,紫金头冠,human_robot_icon_atlas_0,42602004,42602060,603,0
502000056,42652056,0,0,5,2,0,迷宫装备,,,紫金头冠,紫金头冠,human_robot_icon_atlas_0,42602004,42602060,603,0
502000057,42652057,0,0,5,2,0,迷宫装备,,,紫金头冠,紫金头冠,human_robot_icon_atlas_0,42602004,42602060,603,0
502000058,42652058,0,0,5,2,0,迷宫装备,,,紫金头冠,紫金头冠,human_robot_icon_atlas_0,42602004,42602060,603,0
502000059,42652059,0,0,5,2,0,迷宫装备,,,紫金头冠,紫金头冠,human_robot_icon_atlas_0,42602004,42602060,603,0
502000060,42652060,0,0,5,2,0,迷宫装备,,,紫金头冠,紫金头冠,human_robot_icon_atlas_0,42602004,42602060,603,0
502000061,42652061,0,0,5,2,0,迷宫装备,,,巨神头冠,巨神头冠,human_robot_icon_atlas_0,42602004,42602070,603,0
502000062,42652062,0,0,5,2,0,迷宫装备,,,巨神头冠,巨神头冠,human_robot_icon_atlas_0,42602004,42602070,603,0
502000063,42652063,0,0,5,2,0,迷宫装备,,,巨神头冠,巨神头冠,human_robot_icon_atlas_0,42602004,42602070,603,0
502000064,42652064,0,0,5,2,0,迷宫装备,,,巨神头冠,巨神头冠,human_robot_icon_atlas_0,42602004,42602070,603,0
502000065,42652065,0,0,5,2,0,迷宫装备,,,巨神头冠,巨神头冠,human_robot_icon_atlas_0,42602004,42602070,603,0
502000066,42652066,0,0,5,2,0,迷宫装备,,,巨神头冠,巨神头冠,human_robot_icon_atlas_0,42602004,42602070,603,0
502000067,42652067,0,0,5,2,0,迷宫装备,,,巨神头冠,巨神头冠,human_robot_icon_atlas_0,42602004,42602070,603,0
502000068,42652068,0,0,5,2,0,迷宫装备,,,巨神头冠,巨神头冠,human_robot_icon_atlas_0,42602004,42602070,603,0
502000069,42652069,0,0,5,2,0,迷宫装备,,,巨神头冠,巨神头冠,human_robot_icon_atlas_0,42602004,42602070,603,0
502000070,42652070,0,0,5,2,0,迷宫装备,,,巨神头冠,巨神头冠,human_robot_icon_atlas_0,42602004,42602070,603,0
502000071,42652071,0,0,5,2,0,迷宫装备,,,天罡头冠,天罡头冠,human_robot_icon_atlas_0,42602004,42602080,603,0
502000072,42652072,0,0,5,2,0,迷宫装备,,,天罡头冠,天罡头冠,human_robot_icon_atlas_0,42602004,42602080,603,0
502000073,42652073,0,0,5,2,0,迷宫装备,,,天罡头冠,天罡头冠,human_robot_icon_atlas_0,42602004,42602080,603,0
502000074,42652074,0,0,5,2,0,迷宫装备,,,天罡头冠,天罡头冠,human_robot_icon_atlas_0,42602004,42602080,603,0
502000075,42652075,0,0,5,2,0,迷宫装备,,,天罡头冠,天罡头冠,human_robot_icon_atlas_0,42602004,42602080,603,0
502000076,42652076,0,0,5,2,0,迷宫装备,,,天罡头冠,天罡头冠,human_robot_icon_atlas_0,42602004,42602080,603,0
502000077,42652077,0,0,5,2,0,迷宫装备,,,天罡头冠,天罡头冠,human_robot_icon_atlas_0,42602004,42602080,603,0
502000078,42652078,0,0,5,2,0,迷宫装备,,,天罡头冠,天罡头冠,human_robot_icon_atlas_0,42602004,42602080,603,0
502000079,42652079,0,0,5,2,0,迷宫装备,,,天罡头冠,天罡头冠,human_robot_icon_atlas_0,42602004,42602080,603,0
502000080,42652080,0,0,5,2,0,迷宫装备,,,天罡头冠,天罡头冠,human_robot_icon_atlas_0,42602004,42602080,603,0
502000081,42652081,0,0,5,2,0,迷宫装备,,,雷神头冠,雷神头冠,human_robot_icon_atlas_0,42602004,42602090,603,0
502000082,42652082,0,0,5,2,0,迷宫装备,,,雷神头冠,雷神头冠,human_robot_icon_atlas_0,42602004,42602090,603,0
502000083,42652083,0,0,5,2,0,迷宫装备,,,雷神头冠,雷神头冠,human_robot_icon_atlas_0,42602004,42602090,603,0
502000084,42652084,0,0,5,2,0,迷宫装备,,,雷神头冠,雷神头冠,human_robot_icon_atlas_0,42602004,42602090,603,0
502000085,42652085,0,0,5,2,0,迷宫装备,,,雷神头冠,雷神头冠,human_robot_icon_atlas_0,42602004,42602090,603,0
502000086,42652086,0,0,5,2,0,迷宫装备,,,雷神头冠,雷神头冠,human_robot_icon_atlas_0,42602004,42602090,603,0
502000087,42652087,0,0,5,2,0,迷宫装备,,,雷神头冠,雷神头冠,human_robot_icon_atlas_0,42602004,42602090,603,0
502000088,42652088,0,0,5,2,0,迷宫装备,,,雷神头冠,雷神头冠,human_robot_icon_atlas_0,42602004,42602090,603,0
502000089,42652089,0,0,5,2,0,迷宫装备,,,雷神头冠,雷神头冠,human_robot_icon_atlas_0,42602004,42602090,603,0
502000090,42652090,0,0,5,2,0,迷宫装备,,,雷神头冠,雷神头冠,human_robot_icon_atlas_0,42602004,42602090,603,0
502000091,42652091,0,0,5,2,0,迷宫装备,,,狮吼头冠,狮吼头冠,human_robot_icon_atlas_0,42602004,42602100,603,0
502000092,42652092,0,0,5,2,0,迷宫装备,,,狮吼头冠,狮吼头冠,human_robot_icon_atlas_0,42602004,42602100,603,0
502000093,42652093,0,0,5,2,0,迷宫装备,,,狮吼头冠,狮吼头冠,human_robot_icon_atlas_0,42602004,42602100,603,0
502000094,42652094,0,0,5,2,0,迷宫装备,,,狮吼头冠,狮吼头冠,human_robot_icon_atlas_0,42602004,42602100,603,0
502000095,42652095,0,0,5,2,0,迷宫装备,,,狮吼头冠,狮吼头冠,human_robot_icon_atlas_0,42602004,42602100,603,0
502000096,42652096,0,0,5,2,0,迷宫装备,,,狮吼头冠,狮吼头冠,human_robot_icon_atlas_0,42602004,42602100,603,0
502000097,42652097,0,0,5,2,0,迷宫装备,,,狮吼头冠,狮吼头冠,human_robot_icon_atlas_0,42602004,42602100,603,0
502000098,42652098,0,0,5,2,0,迷宫装备,,,狮吼头冠,狮吼头冠,human_robot_icon_atlas_0,42602004,42602100,603,0
502000099,42652099,0,0,5,2,0,迷宫装备,,,狮吼头冠,狮吼头冠,human_robot_icon_atlas_0,42602004,42602100,603,0
502000100,42652100,0,0,5,2,0,迷宫装备,,,狮吼头冠,狮吼头冠,human_robot_icon_atlas_0,42602004,42602100,603,0
502000101,42652101,0,0,5,2,0,迷宫装备,,,灵蛇头冠,灵蛇头冠,human_robot_icon_atlas_0,42602004,42602110,603,0
502000102,42652102,0,0,5,2,0,迷宫装备,,,灵蛇头冠,灵蛇头冠,human_robot_icon_atlas_0,42602004,42602110,603,0
502000103,42652103,0,0,5,2,0,迷宫装备,,,灵蛇头冠,灵蛇头冠,human_robot_icon_atlas_0,42602004,42602110,603,0
502000104,42652104,0,0,5,2,0,迷宫装备,,,灵蛇头冠,灵蛇头冠,human_robot_icon_atlas_0,42602004,42602110,603,0
502000105,42652105,0,0,5,2,0,迷宫装备,,,灵蛇头冠,灵蛇头冠,human_robot_icon_atlas_0,42602004,42602110,603,0
502000106,42652106,0,0,5,2,0,迷宫装备,,,灵蛇头冠,灵蛇头冠,human_robot_icon_atlas_0,42602004,42602110,603,0
502000107,42652107,0,0,5,2,0,迷宫装备,,,灵蛇头冠,灵蛇头冠,human_robot_icon_atlas_0,42602004,42602110,603,0
502000108,42652108,0,0,5,2,0,迷宫装备,,,灵蛇头冠,灵蛇头冠,human_robot_icon_atlas_0,42602004,42602110,603,0
502000109,42652109,0,0,5,2,0,迷宫装备,,,灵蛇头冠,灵蛇头冠,human_robot_icon_atlas_0,42602004,42602110,603,0
502000110,42652110,0,0,5,2,0,迷宫装备,,,灵蛇头冠,灵蛇头冠,human_robot_icon_atlas_0,42602004,42602110,603,0
502000111,42652111,0,0,5,2,0,迷宫装备,,,朱雀头冠,朱雀头冠,human_robot_icon_atlas_0,42602004,42602120,603,0
502000112,42652112,0,0,5,2,0,迷宫装备,,,朱雀头冠,朱雀头冠,human_robot_icon_atlas_0,42602004,42602120,603,0
502000113,42652113,0,0,5,2,0,迷宫装备,,,朱雀头冠,朱雀头冠,human_robot_icon_atlas_0,42602004,42602120,603,0
502000114,42652114,0,0,5,2,0,迷宫装备,,,朱雀头冠,朱雀头冠,human_robot_icon_atlas_0,42602004,42602120,603,0
502000115,42652115,0,0,5,2,0,迷宫装备,,,朱雀头冠,朱雀头冠,human_robot_icon_atlas_0,42602004,42602120,603,0
502000116,42652116,0,0,5,2,0,迷宫装备,,,朱雀头冠,朱雀头冠,human_robot_icon_atlas_0,42602004,42602120,603,0
502000117,42652117,0,0,5,2,0,迷宫装备,,,朱雀头冠,朱雀头冠,human_robot_icon_atlas_0,42602004,42602120,603,0
502000118,42652118,0,0,5,2,0,迷宫装备,,,朱雀头冠,朱雀头冠,human_robot_icon_atlas_0,42602004,42602120,603,0
502000119,42652119,0,0,5,2,0,迷宫装备,,,朱雀头冠,朱雀头冠,human_robot_icon_atlas_0,42602004,42602120,603,0
502000120,42652120,0,0,5,2,0,迷宫装备,,,朱雀头冠,朱雀头冠,human_robot_icon_atlas_0,42602004,42602120,603,0
502000121,42652121,0,0,5,2,0,迷宫装备,,,龙形头冠,龙形头冠,human_robot_icon_atlas_0,42602004,42602130,603,0
502000122,42652122,0,0,5,2,0,迷宫装备,,,龙形头冠,龙形头冠,human_robot_icon_atlas_0,42602004,42602130,603,0
502000123,42652123,0,0,5,2,0,迷宫装备,,,龙形头冠,龙形头冠,human_robot_icon_atlas_0,42602004,42602130,603,0
502000124,42652124,0,0,5,2,0,迷宫装备,,,龙形头冠,龙形头冠,human_robot_icon_atlas_0,42602004,42602130,603,0
502000125,42652125,0,0,5,2,0,迷宫装备,,,龙形头冠,龙形头冠,human_robot_icon_atlas_0,42602004,42602130,603,0
502000126,42652126,0,0,5,2,0,迷宫装备,,,龙形头冠,龙形头冠,human_robot_icon_atlas_0,42602004,42602130,603,0
502000127,42652127,0,0,5,2,0,迷宫装备,,,龙形头冠,龙形头冠,human_robot_icon_atlas_0,42602004,42602130,603,0
502000128,42652128,0,0,5,2,0,迷宫装备,,,龙形头冠,龙形头冠,human_robot_icon_atlas_0,42602004,42602130,603,0
502000129,42652129,0,0,5,2,0,迷宫装备,,,龙形头冠,龙形头冠,human_robot_icon_atlas_0,42602004,42602130,603,0
502000130,42652130,0,0,5,2,0,迷宫装备,,,龙形头冠,龙形头冠,human_robot_icon_atlas_0,42602004,42602130,603,0
502000131,42652131,0,0,5,2,0,迷宫装备,,,龙王头冠,龙王头冠,human_robot_icon_atlas_0,42602004,42602140,603,0
502000132,42652132,0,0,5,2,0,迷宫装备,,,龙王头冠,龙王头冠,human_robot_icon_atlas_0,42602004,42602140,603,0
502000133,42652133,0,0,5,2,0,迷宫装备,,,龙王头冠,龙王头冠,human_robot_icon_atlas_0,42602004,42602140,603,0
502000134,42652134,0,0,5,2,0,迷宫装备,,,龙王头冠,龙王头冠,human_robot_icon_atlas_0,42602004,42602140,603,0
502000135,42652135,0,0,5,2,0,迷宫装备,,,龙王头冠,龙王头冠,human_robot_icon_atlas_0,42602004,42602140,603,0
502000136,42652136,0,0,5,2,0,迷宫装备,,,龙王头冠,龙王头冠,human_robot_icon_atlas_0,42602004,42602140,603,0
502000137,42652137,0,0,5,2,0,迷宫装备,,,龙王头冠,龙王头冠,human_robot_icon_atlas_0,42602004,42602140,603,0
502000138,42652138,0,0,5,2,0,迷宫装备,,,龙王头冠,龙王头冠,human_robot_icon_atlas_0,42602004,42602140,603,0
502000139,42652139,0,0,5,2,0,迷宫装备,,,龙王头冠,龙王头冠,human_robot_icon_atlas_0,42602004,42602140,603,0
502000140,42652140,0,0,5,2,0,迷宫装备,,,龙王头冠,龙王头冠,human_robot_icon_atlas_0,42602004,42602140,603,0
502000141,42652141,0,0,5,2,0,迷宫装备,,,龙皇头冠,龙皇头冠,human_robot_icon_atlas_0,42602004,42602150,603,0
502000142,42652142,0,0,5,2,0,迷宫装备,,,龙皇头冠,龙皇头冠,human_robot_icon_atlas_0,42602004,42602150,603,0
502000143,42652143,0,0,5,2,0,迷宫装备,,,龙皇头冠,龙皇头冠,human_robot_icon_atlas_0,42602004,42602150,603,0
502000144,42652144,0,0,5,2,0,迷宫装备,,,龙皇头冠,龙皇头冠,human_robot_icon_atlas_0,42602004,42602150,603,0
502000145,42652145,0,0,5,2,0,迷宫装备,,,龙皇头冠,龙皇头冠,human_robot_icon_atlas_0,42602004,42602150,603,0
502000146,42652146,0,0,5,2,0,迷宫装备,,,龙皇头冠,龙皇头冠,human_robot_icon_atlas_0,42602004,42602150,603,0
502000147,42652147,0,0,5,2,0,迷宫装备,,,龙皇头冠,龙皇头冠,human_robot_icon_atlas_0,42602004,42602150,603,0
502000148,42652148,0,0,5,2,0,迷宫装备,,,龙皇头冠,龙皇头冠,human_robot_icon_atlas_0,42602004,42602150,603,0
502000149,42652149,0,0,5,2,0,迷宫装备,,,龙皇头冠,龙皇头冠,human_robot_icon_atlas_0,42602004,42602150,603,0
502000150,42652150,0,0,5,2,0,迷宫装备,,,龙皇头冠,龙皇头冠,human_robot_icon_atlas_0,42602004,42602150,603,0
502000151,42652151,0,0,5,2,0,迷宫装备,,,龙神头冠,龙神头冠,human_robot_icon_atlas_0,42602004,42602160,603,0
502000152,42652152,0,0,5,2,0,迷宫装备,,,龙神头冠,龙神头冠,human_robot_icon_atlas_0,42602004,42602160,603,0
502000153,42652153,0,0,5,2,0,迷宫装备,,,龙神头冠,龙神头冠,human_robot_icon_atlas_0,42602004,42602160,603,0
502000154,42652154,0,0,5,2,0,迷宫装备,,,龙神头冠,龙神头冠,human_robot_icon_atlas_0,42602004,42602160,603,0
502000155,42652155,0,0,5,2,0,迷宫装备,,,龙神头冠,龙神头冠,human_robot_icon_atlas_0,42602004,42602160,603,0
502000156,42652156,0,0,5,2,0,迷宫装备,,,龙神头冠,龙神头冠,human_robot_icon_atlas_0,42602004,42602160,603,0
502000157,42652157,0,0,5,2,0,迷宫装备,,,龙神头冠,龙神头冠,human_robot_icon_atlas_0,42602004,42602160,603,0
502000158,42652158,0,0,5,2,0,迷宫装备,,,龙神头冠,龙神头冠,human_robot_icon_atlas_0,42602004,42602160,603,0
502000159,42652159,0,0,5,2,0,迷宫装备,,,龙神头冠,龙神头冠,human_robot_icon_atlas_0,42602004,42602160,603,0
502000160,42652160,0,0,5,2,0,迷宫装备,,,龙神头冠,龙神头冠,human_robot_icon_atlas_0,42602004,42602160,603,0
503000001,42653001,0,0,5,3,0,迷宫装备,,,布袍,铁铠,human_robot_icon_atlas_0,42603001,42603001,204,0
503000002,42653002,0,0,5,3,0,迷宫装备,,,布袍,青钢铠,human_robot_icon_atlas_0,42603002,42603002,304,0
503000003,42653003,0,0,5,3,0,迷宫装备,,,布袍,流云铠,human_robot_icon_atlas_0,42603003,42603003,404,0
503000004,42653004,0,0,5,3,0,迷宫装备,,,布袍,飞虹铠,human_robot_icon_atlas_0,42603004,42603004,504,0
503000005,42653005,0,0,5,3,0,迷宫装备,,,布袍,飞虹铠,human_robot_icon_atlas_0,42603004,42603010,604,0
503000006,42653006,0,0,5,3,0,迷宫装备,,,布袍,飞虹铠,human_robot_icon_atlas_0,42603004,42603010,604,0
503000007,42653007,0,0,5,3,0,迷宫装备,,,布袍,飞虹铠,human_robot_icon_atlas_0,42603004,42603010,604,0
503000008,42653008,0,0,5,3,0,迷宫装备,,,布袍,飞虹铠,human_robot_icon_atlas_0,42603004,42603010,604,0
503000009,42653009,0,0,5,3,0,迷宫装备,,,布袍,飞虹铠,human_robot_icon_atlas_0,42603004,42603010,604,0
503000010,42653010,0,0,5,3,0,迷宫装备,,,布袍,飞虹铠,human_robot_icon_atlas_0,42603004,42603010,604,0
503000011,42653011,0,0,5,3,0,迷宫装备,,,铁铠,铁铠,human_robot_icon_atlas_0,42603004,42603020,604,0
503000012,42653012,0,0,5,3,0,迷宫装备,,,铁铠,铁铠,human_robot_icon_atlas_0,42603004,42603020,604,0
503000013,42653013,0,0,5,3,0,迷宫装备,,,铁铠,铁铠,human_robot_icon_atlas_0,42603004,42603020,604,0
503000014,42653014,0,0,5,3,0,迷宫装备,,,铁铠,铁铠,human_robot_icon_atlas_0,42603004,42603020,604,0
503000015,42653015,0,0,5,3,0,迷宫装备,,,铁铠,铁铠,human_robot_icon_atlas_0,42603004,42603020,604,0
503000016,42653016,0,0,5,3,0,迷宫装备,,,铁铠,铁铠,human_robot_icon_atlas_0,42603004,42603020,604,0
503000017,42653017,0,0,5,3,0,迷宫装备,,,铁铠,铁铠,human_robot_icon_atlas_0,42603004,42603020,604,0
503000018,42653018,0,0,5,3,0,迷宫装备,,,铁铠,铁铠,human_robot_icon_atlas_0,42603004,42603020,604,0
