paipaiworld_config,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
101836201,1018362,1,100,3000,9101:184,9101:184,3020101:35,3020101:39,5,
101846201,1018462,1,100,3000,9101:184,9101:184,3020101:35,3020101:39,5,
101856201,1018562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
101866201,1018662,1,100,3000,9101:184,9101:184,3020101:35,3020101:39,5,
101876201,1018762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
101886201,1018862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
101916201,1019162,1,100,3000,3592201:114_3592200:1,3592201:114_3592200:1,4592201:114,4592201:114,101,
101926201,1019262,1,100,3000,9101:195,9101:195,3020101:37,3020101:41,5,
101936201,1019362,1,100,3000,9101:195,9101:195,3020101:37,3020101:41,5,
101946201,1019462,1,100,3000,9101:195,9101:195,3020101:37,3020101:41,5,
101956201,1019562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
101966201,1019662,1,100,3000,9101:195,9101:195,3020101:37,3020101:41,5,
101976201,1019762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
101986201,1019862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102016201,1020162,1,100,3000,3592201:120_3592200:1,3592201:120_3592200:1,4592201:120,4592201:120,101,
102026201,1020262,1,100,3000,9101:206,9101:206,3020101:39,3020101:43,5,
102036201,1020362,1,100,3000,9101:206,9101:206,3020101:39,3020101:43,5,
102046201,1020462,1,100,3000,9101:206,9101:206,3020101:39,3020101:43,5,
102056201,1020562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102066201,1020662,1,100,3000,9101:206,9101:206,3020101:39,3020101:43,5,
102076201,1020762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102086201,1020862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102116201,1021162,1,100,3000,3592201:126_3592200:1,3592201:126_3592200:1,4592201:126,4592201:126,101,
102126201,1021262,1,100,3000,9101:233,9101:233,3020101:45,3020101:49,5,
102136201,1021362,1,100,3000,9101:233,9101:233,3020101:45,3020101:49,5,
102146201,1021462,1,100,3000,9101:233,9101:233,3020101:45,3020101:49,5,
102156201,1021562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102166201,1021662,1,100,3000,9101:233,9101:233,3020101:45,3020101:49,5,
102176201,1021762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102186201,1021862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102216201,1022162,1,100,3000,3592201:132_3592200:1,3592201:132_3592200:1,4592201:132,4592201:132,101,
102226201,1022262,1,100,3000,9101:245,9101:245,3020101:47,3020101:51,5,
102236201,1022362,1,100,3000,9101:245,9101:245,3020101:47,3020101:51,5,
102246201,1022462,1,100,3000,9101:245,9101:245,3020101:47,3020101:51,5,
102256201,1022562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102266201,1022662,1,100,3000,9101:245,9101:245,3020101:47,3020101:51,5,
102276201,1022762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102286201,1022862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102316201,1023162,1,100,3000,3592201:138_3592200:1,3592201:138_3592200:1,4592201:138,4592201:138,101,
102326201,1023262,1,100,3000,9101:257,9101:257,3020101:48,3020101:54,5,
102336201,1023362,1,100,3000,9101:257,9101:257,3020101:48,3020101:54,5,
102346201,1023462,1,100,3000,9101:257,9101:257,3020101:48,3020101:54,5,
102356201,1023562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102366201,1023662,1,100,3000,9101:257,9101:257,3020101:48,3020101:54,5,
102376201,1023762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102386201,1023862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102416201,1024162,1,100,3000,3592201:144_3592200:1,3592201:144_3592200:1,4592201:144,4592201:144,101,
102426201,1024262,1,100,3000,9101:269,9101:269,3020101:51,3020101:57,5,
102436201,1024362,1,100,3000,9101:269,9101:269,3020101:51,3020101:57,5,
102446201,1024462,1,100,3000,9101:269,9101:269,3020101:51,3020101:57,5,
102456201,1024562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102466201,1024662,1,100,3000,9101:269,9101:269,3020101:51,3020101:57,5,
102476201,1024762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102486201,1024862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102516201,1025162,1,100,3000,3592201:150_3592200:1,3592201:150_3592200:1,4592201:150,4592201:150,101,
102526201,1025262,1,100,3000,9101:281,9101:281,3020101:53,3020101:59,5,
102536201,1025362,1,100,3000,9101:281,9101:281,3020101:53,3020101:59,5,
102546201,1025462,1,100,3000,9101:281,9101:281,3020101:53,3020101:59,5,
102556201,1025562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102566201,1025662,1,100,3000,9101:281,9101:281,3020101:53,3020101:59,5,
102576201,1025762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102586201,1025862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102616201,1026162,1,100,3000,3592201:156_3592200:1,3592201:156_3592200:1,4592201:156,4592201:156,101,
102626201,1026262,1,100,3000,9101:293,9101:293,3020101:56,3020101:62,5,
102636201,1026362,1,100,3000,9101:293,9101:293,3020101:56,3020101:62,5,
102646201,1026462,1,100,3000,9101:293,9101:293,3020101:56,3020101:62,5,
102656201,1026562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102666201,1026662,1,100,3000,9101:293,9101:293,3020101:56,3020101:62,5,
102676201,1026762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102686201,1026862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102716201,1027162,1,100,3000,3592201:162_3592200:1,3592201:162_3592200:1,4592201:162,4592201:162,101,
102726201,1027262,1,100,3000,9101:305,9101:305,3020101:58,3020101:64,5,
102736201,1027362,1,100,3000,9101:305,9101:305,3020101:58,3020101:64,5,
102746201,1027462,1,100,3000,9101:305,9101:305,3020101:58,3020101:64,5,
102756201,1027562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102766201,1027662,1,100,3000,9101:305,9101:305,3020101:58,3020101:64,5,
102776201,1027762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102786201,1027862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102816201,1028162,1,100,3000,3592201:168_3592200:1,3592201:168_3592200:1,4592201:168,4592201:168,101,
102826201,1028262,1,100,3000,9101:317,9101:317,3020101:60,3020101:66,5,
102836201,1028362,1,100,3000,9101:317,9101:317,3020101:60,3020101:66,5,
102846201,1028462,1,100,3000,9101:317,9101:317,3020101:60,3020101:66,5,
102856201,1028562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102866201,1028662,1,100,3000,9101:317,9101:317,3020101:60,3020101:66,5,
102876201,1028762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102886201,1028862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102916201,1029162,1,100,3000,3592201:174_3592200:1,3592201:174_3592200:1,4592201:174,4592201:174,101,
102926201,1029262,1,100,3000,9101:330,9101:330,3020101:63,3020101:69,5,
102936201,1029362,1,100,3000,9101:330,9101:330,3020101:63,3020101:69,5,
102946201,1029462,1,100,3000,9101:330,9101:330,3020101:63,3020101:69,5,
102956201,1029562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102966201,1029662,1,100,3000,9101:330,9101:330,3020101:63,3020101:69,5,
102976201,1029762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
102986201,1029862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103016201,1030162,1,100,3000,3592201:180_3592200:1,3592201:180_3592200:1,4592201:180,4592201:180,101,
103026201,1030262,1,100,3000,9101:343,9101:343,3020101:66,3020101:72,5,
103036201,1030362,1,100,3000,9101:343,9101:343,3020101:66,3020101:72,5,
103046201,1030462,1,100,3000,9101:343,9101:343,3020101:66,3020101:72,5,
103056201,1030562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103066201,1030662,1,100,3000,9101:343,9101:343,3020101:66,3020101:72,5,
103076201,1030762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103086201,1030862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103116201,1031162,1,100,3000,3592201:186_3592200:1,3592201:186_3592200:1,4592201:186,4592201:186,101,
103126201,1031262,1,100,3000,9101:377,9101:377,3020101:71,3020101:79,5,
103136201,1031362,1,100,3000,9101:377,9101:377,3020101:71,3020101:79,5,
103146201,1031462,1,100,3000,9101:377,9101:377,3020101:71,3020101:79,5,
103156201,1031562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103166201,1031662,1,100,3000,9101:377,9101:377,3020101:71,3020101:79,5,
103176201,1031762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103186201,1031862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103216201,1032162,1,100,3000,3592201:192_3592200:1,3592201:192_3592200:1,4592201:192,4592201:192,101,
103226201,1032262,1,100,3000,9101:392,9101:392,3020101:74,3020101:82,5,
103236201,1032362,1,100,3000,9101:392,9101:392,3020101:74,3020101:82,5,
103246201,1032462,1,100,3000,9101:392,9101:392,3020101:74,3020101:82,5,
103256201,1032562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103266201,1032662,1,100,3000,9101:392,9101:392,3020101:74,3020101:82,5,
103276201,1032762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103286201,1032862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103316201,1033162,1,100,3000,3592201:198_3592200:1,3592201:198_3592200:1,4592201:198,4592201:198,101,
103326201,1033262,1,100,3000,9101:408,9101:408,3020101:78,3020101:86,5,
103336201,1033362,1,100,3000,9101:408,9101:408,3020101:78,3020101:86,5,
103346201,1033462,1,100,3000,9101:408,9101:408,3020101:78,3020101:86,5,
103356201,1033562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103366201,1033662,1,100,3000,9101:408,9101:408,3020101:78,3020101:86,5,
103376201,1033762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103386201,1033862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103416201,1034162,1,100,3000,3592201:204_3592200:1,3592201:204_3592200:1,4592201:204,4592201:204,101,
103426201,1034262,1,100,3000,9101:424,9101:424,3020101:81,3020101:89,5,
103436201,1034362,1,100,3000,9101:424,9101:424,3020101:81,3020101:89,5,
103446201,1034462,1,100,3000,9101:424,9101:424,3020101:81,3020101:89,5,
103456201,1034562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103466201,1034662,1,100,3000,9101:424,9101:424,3020101:81,3020101:89,5,
103476201,1034762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103486201,1034862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103516201,1035162,1,100,3000,3592201:210_3592200:1,3592201:210_3592200:1,4592201:210,4592201:210,101,
103526201,1035262,1,100,3000,9101:441,9101:441,3020101:84,3020101:92,5,
103536201,1035362,1,100,3000,9101:441,9101:441,3020101:84,3020101:92,5,
103546201,1035462,1,100,3000,9101:441,9101:441,3020101:84,3020101:92,5,
103556201,1035562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103566201,1035662,1,100,3000,9101:441,9101:441,3020101:84,3020101:92,5,
103576201,1035762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103586201,1035862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103616201,1036162,1,100,3000,3592201:216_3592200:1,3592201:216_3592200:1,4592201:216,4592201:216,101,
103626201,1036262,1,100,3000,9101:459,9101:459,3020101:87,3020101:97,5,
103636201,1036362,1,100,3000,9101:459,9101:459,3020101:87,3020101:97,5,
103646201,1036462,1,100,3000,9101:459,9101:459,3020101:87,3020101:97,5,
103656201,1036562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103666201,1036662,1,100,3000,9101:459,9101:459,3020101:87,3020101:97,5,
103676201,1036762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103686201,1036862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103716201,1037162,1,100,3000,3592201:222_3592200:1,3592201:222_3592200:1,4592201:222,4592201:222,101,
103726201,1037262,1,100,3000,9101:477,9101:477,3020101:90,3020101:100,5,
103736201,1037362,1,100,3000,9101:477,9101:477,3020101:90,3020101:100,5,
103746201,1037462,1,100,3000,9101:477,9101:477,3020101:90,3020101:100,5,
103756201,1037562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103766201,1037662,1,100,3000,9101:477,9101:477,3020101:90,3020101:100,5,
103776201,1037762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103786201,1037862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103816201,1038162,1,100,3000,3592201:228_3592200:1,3592201:228_3592200:1,4592201:228,4592201:228,101,
103826201,1038262,1,100,3000,9101:496,9101:496,3020101:94,3020101:104,5,
103836201,1038362,1,100,3000,9101:496,9101:496,3020101:94,3020101:104,5,
103846201,1038462,1,100,3000,9101:496,9101:496,3020101:94,3020101:104,5,
103856201,1038562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103866201,1038662,1,100,3000,9101:496,9101:496,3020101:94,3020101:104,5,
103876201,1038762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103886201,1038862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103916201,1039162,1,100,3000,3592201:234_3592200:1,3592201:234_3592200:1,4592201:234,4592201:234,101,
103926201,1039262,1,100,3000,9101:516,9101:516,3020101:98,3020101:108,5,
103936201,1039362,1,100,3000,9101:516,9101:516,3020101:98,3020101:108,5,
103946201,1039462,1,100,3000,9101:516,9101:516,3020101:98,3020101:108,5,
103956201,1039562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103966201,1039662,1,100,3000,9101:516,9101:516,3020101:98,3020101:108,5,
103976201,1039762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
103986201,1039862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104016201,1040162,1,100,3000,3592201:240_3592200:1,3592201:240_3592200:1,4592201:240,4592201:240,101,
104026201,1040262,1,100,3000,9101:537,9101:537,3020101:102,3020101:112,5,
104036201,1040362,1,100,3000,9101:537,9101:537,3020101:102,3020101:112,5,
104046201,1040462,1,100,3000,9101:537,9101:537,3020101:102,3020101:112,5,
104056201,1040562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104066201,1040662,1,100,3000,9101:537,9101:537,3020101:102,3020101:112,5,
104076201,1040762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104086201,1040862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104116201,1041162,1,100,3000,3592201:246_3592200:1,3592201:246_3592200:1,4592201:246,4592201:246,101,
104126201,1041262,1,100,3000,9101:590,9101:590,3020101:112,3020101:124,5,
104136201,1041362,1,100,3000,9101:590,9101:590,3020101:112,3020101:124,5,
104146201,1041462,1,100,3000,9101:590,9101:590,3020101:112,3020101:124,5,
104156201,1041562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104166201,1041662,1,100,3000,9101:590,9101:590,3020101:112,3020101:124,5,
104176201,1041762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104186201,1041862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104216201,1042162,1,100,3000,3592201:252_3592200:1,3592201:252_3592200:1,4592201:252,4592201:252,101,
104226201,1042262,1,100,3000,9101:614,9101:614,3020101:117,3020101:129,5,
104236201,1042362,1,100,3000,9101:614,9101:614,3020101:117,3020101:129,5,
104246201,1042462,1,100,3000,9101:614,9101:614,3020101:117,3020101:129,5,
104256201,1042562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104266201,1042662,1,100,3000,9101:614,9101:614,3020101:117,3020101:129,5,
104276201,1042762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104286201,1042862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104316201,1043162,1,100,3000,3592201:258_3592200:1,3592201:258_3592200:1,4592201:258,4592201:258,101,
104326201,1043262,1,100,3000,9101:638,9101:638,3020101:122,3020101:134,5,
104336201,1043362,1,100,3000,9101:638,9101:638,3020101:122,3020101:134,5,
104346201,1043462,1,100,3000,9101:638,9101:638,3020101:122,3020101:134,5,
104356201,1043562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104366201,1043662,1,100,3000,9101:638,9101:638,3020101:122,3020101:134,5,
104376201,1043762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104386201,1043862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104416201,1044162,1,100,3000,3592201:264_3592200:1,3592201:264_3592200:1,4592201:264,4592201:264,101,
104426201,1044262,1,100,3000,9101:664,9101:664,3020101:126,3020101:140,5,
104436201,1044362,1,100,3000,9101:664,9101:664,3020101:126,3020101:140,5,
104446201,1044462,1,100,3000,9101:664,9101:664,3020101:126,3020101:140,5,
104456201,1044562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104466201,1044662,1,100,3000,9101:664,9101:664,3020101:126,3020101:140,5,
104476201,1044762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104486201,1044862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104516201,1045162,1,100,3000,3592201:270_3592200:1,3592201:270_3592200:1,4592201:270,4592201:270,101,
104526201,1045262,1,100,3000,9101:690,9101:690,3020101:131,3020101:145,5,
104536201,1045362,1,100,3000,9101:690,9101:690,3020101:131,3020101:145,5,
104546201,1045462,1,100,3000,9101:690,9101:690,3020101:131,3020101:145,5,
104556201,1045562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104566201,1045662,1,100,3000,9101:690,9101:690,3020101:131,3020101:145,5,
104576201,1045762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104586201,1045862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104616201,1046162,1,100,3000,3592201:276_3592200:1,3592201:276_3592200:1,4592201:276,4592201:276,101,
104626201,1046262,1,100,3000,9101:718,9101:718,3020101:137,3020101:151,5,
104636201,1046362,1,100,3000,9101:718,9101:718,3020101:137,3020101:151,5,
104646201,1046462,1,100,3000,9101:718,9101:718,3020101:137,3020101:151,5,
104656201,1046562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104666201,1046662,1,100,3000,9101:718,9101:718,3020101:137,3020101:151,5,
104676201,1046762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104686201,1046862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104716201,1047162,1,100,3000,3592201:282_3592200:1,3592201:282_3592200:1,4592201:282,4592201:282,101,
104726201,1047262,1,100,3000,9101:746,9101:746,3020101:142,3020101:156,5,
104736201,1047362,1,100,3000,9101:746,9101:746,3020101:142,3020101:156,5,
104746201,1047462,1,100,3000,9101:746,9101:746,3020101:142,3020101:156,5,
104756201,1047562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104766201,1047662,1,100,3000,9101:746,9101:746,3020101:142,3020101:156,5,
104776201,1047762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104786201,1047862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104816201,1048162,1,100,3000,3592201:288_3592200:1,3592201:288_3592200:1,4592201:288,4592201:288,101,
104826201,1048262,1,100,3000,9101:776,9101:776,3020101:147,3020101:163,5,
104836201,1048362,1,100,3000,9101:776,9101:776,3020101:147,3020101:163,5,
104846201,1048462,1,100,3000,9101:776,9101:776,3020101:147,3020101:163,5,
104856201,1048562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104866201,1048662,1,100,3000,9101:776,9101:776,3020101:147,3020101:163,5,
104876201,1048762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104886201,1048862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104916201,1049162,1,100,3000,3592201:294_3592200:1,3592201:294_3592200:1,4592201:294,4592201:294,101,
104926201,1049262,1,100,3000,9101:807,9101:807,3020101:153,3020101:169,5,
104936201,1049362,1,100,3000,9101:807,9101:807,3020101:153,3020101:169,5,
104946201,1049462,1,100,3000,9101:807,9101:807,3020101:153,3020101:169,5,
104956201,1049562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104966201,1049662,1,100,3000,9101:807,9101:807,3020101:153,3020101:169,5,
104976201,1049762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
104986201,1049862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
105016201,1050162,1,100,3000,3592201:300_3592200:1,3592201:300_3592200:1,4592201:300,4592201:300,101,
105026201,1050262,1,100,3000,9101:840,9101:840,3020101:160,3020101:176,5,
105036201,1050362,1,100,3000,9101:840,9101:840,3020101:160,3020101:176,5,
105046201,1050462,1,100,3000,9101:840,9101:840,3020101:160,3020101:176,5,
105056201,1050562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
105066201,1050662,1,100,3000,9101:840,9101:840,3020101:160,3020101:176,5,
105076201,1050762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
105086201,1050862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
105116201,1051162,1,100,3000,3592201:306_3592200:1,3592201:306_3592200:1,4592201:306,4592201:306,101,
105126201,1051262,1,100,3000,9101:924,9101:924,3020101:176,3020101:194,5,
105136201,1051362,1,100,3000,9101:924,9101:924,3020101:176,3020101:194,5,
105146201,1051462,1,100,3000,9101:924,9101:924,3020101:176,3020101:194,5,
105156201,1051562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
105166201,1051662,1,100,3000,9101:924,9101:924,3020101:176,3020101:194,5,
105176201,1051762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
105186201,1051862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
105216201,1052162,1,100,3000,3592201:312_3592200:1,3592201:312_3592200:1,4592201:312,4592201:312,101,
105226201,1052262,1,100,3000,9101:961,9101:961,3020101:182,3020101:202,5,
105236201,1052362,1,100,3000,9101:961,9101:961,3020101:182,3020101:202,5,
105246201,1052462,1,100,3000,9101:961,9101:961,3020101:182,3020101:202,5,
105256201,1052562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
105266201,1052662,1,100,3000,9101:961,9101:961,3020101:182,3020101:202,5,
105276201,1052762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
105286201,1052862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
105316201,1053162,1,100,3000,3592201:318_3592200:1,3592201:318_3592200:1,4592201:318,4592201:318,101,
105326201,1053262,1,100,3000,9101:999,9101:999,3020101:190,3020101:210,5,
105336201,1053362,1,100,3000,9101:999,9101:999,3020101:190,3020101:210,5,
105346201,1053462,1,100,3000,9101:999,9101:999,3020101:190,3020101:210,5,
105356201,1053562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
105366201,1053662,1,100,3000,9101:999,9101:999,3020101:190,3020101:210,5,
105376201,1053762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
105386201,1053862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
105416201,1054162,1,100,3000,3592201:324_3592200:1,3592201:324_3592200:1,4592201:324,4592201:324,101,
105426201,1054262,1,100,3000,9101:1039,9101:1039,3020101:198,3020101:218,5,
105436201,1054362,1,100,3000,9101:1039,9101:1039,3020101:198,3020101:218,5,
105446201,1054462,1,100,3000,9101:1039,9101:1039,3020101:198,3020101:218,5,
105456201,1054562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
105466201,1054662,1,100,3000,9101:1039,9101:1039,3020101:198,3020101:218,5,
105476201,1054762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
105486201,1054862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
105516201,1055162,1,100,3000,3592201:330_3592200:1,3592201:330_3592200:1,4592201:330,4592201:330,101,
105526201,1055262,1,100,3000,9101:1081,9101:1081,3020101:205,3020101:227,5,
105536201,1055362,1,100,3000,9101:1081,9101:1081,3020101:205,3020101:227,5,
105546201,1055462,1,100,3000,9101:1081,9101:1081,3020101:205,3020101:227,5,
105556201,1055562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
105566201,1055662,1,100,3000,9101:1081,9101:1081,3020101:205,3020101:227,5,
105576201,1055762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
105586201,1055862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
105616201,1056162,1,100,3000,3592201:336_3592200:1,3592201:336_3592200:1,4592201:336,4592201:336,101,
105626201,1056262,1,100,3000,9101:1124,9101:1124,3020101:214,3020101:236,5,
105636201,1056362,1,100,3000,9101:1124,9101:1124,3020101:214,3020101:236,5,
105646201,1056462,1,100,3000,9101:1124,9101:1124,3020101:214,3020101:236,5,
105656201,1056562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
105666201,1056662,1,100,3000,9101:1124,9101:1124,3020101:214,3020101:236,5,
105676201,1056762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
105686201,1056862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
105716201,1057162,1,100,3000,3592201:342_3592200:1,3592201:342_3592200:1,4592201:342,4592201:342,101,
105726201,1057262,1,100,3000,9101:1169,9101:1169,3020101:222,3020101:246,5,
105736201,1057362,1,100,3000,9101:1169,9101:1169,3020101:222,3020101:246,5,
105746201,1057462,1,100,3000,9101:1169,9101:1169,3020101:222,3020101:246,5,
105756201,1057562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
105766201,1057662,1,100,3000,9101:1169,9101:1169,3020101:222,3020101:246,5,
105776201,1057762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
105786201,1057862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
105816201,1058162,1,100,3000,3592201:348_3592200:1,3592201:348_3592200:1,4592201:348,4592201:348,101,
105826201,1058262,1,100,3000,9101:1215,9101:1215,3020101:231,3020101:255,5,
105836201,1058362,1,100,3000,9101:1215,9101:1215,3020101:231,3020101:255,5,
105846201,1058462,1,100,3000,9101:1215,9101:1215,3020101:231,3020101:255,5,
105856201,1058562,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
105866201,1058662,1,100,3000,9101:1215,9101:1215,3020101:231,3020101:255,5,
105876201,1058762,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
105886201,1058862,1,100,3000,3040901:100,3040901:100,4040901:100,4040901:100,100,
