paipaiworld_config,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
100110101,10011,1,1,0,1,1,3542100:1_9201:22000,受到持续伤害提高,受到持续伤害提高5%，持续4秒，最多叠加3层,,SkillBuffIcon_atlas0,3610004
100120101,10012,1,1,0,1,1,5500100:1_9201:30000,护盾技能,每隔8秒获得自身生命上限20%的护盾，持续4秒,,SkillBuffIcon_atlas0,3610004
900020101,90002,1,1,0,1,500,3050001:4000_3050000:1_9201:3000,冰霜之刃,攻击时附带%s的冰元素伤害,3050001,SkillBuffIcon_atlas0,3550001
900020202,90002,2,2,900020202,1,500,3050301:10000_3550100:1_3551000:1_9201:5000,冰爆,冰元素伤害+%s，攻击有15%%几率使目标冰冻，同时受到冰元素伤害,3050301,SkillBuffIcon_atlas0,3550002
900020302,90002,3,2,900020302,1,500,3550400:1_9201:6000,冰霜新星,每8次攻击释放1次冰霜新星，造成冰元素伤害，并有几率使目标冰冻,,SkillBuffIcon_atlas0,3550003
900020403,90002,4,3,900020403,1,500,3050301:10000_3551101:100000_9201:7000,强化冰爆,冰元素伤害+%s，攻击冰冻的目标时造成额外10%%最大生命值的伤害,3050301,SkillBuffIcon_atlas0,3550002
900020503,90002,5,3,900020503,1,500,3550501:3_3551400:1_9201:8000,强化冰霜新星,释放冰霜新星需要的攻击-%s次，冰霜新星必定使目标冰冻,3550501,SkillBuffIcon_atlas0,3550003
900020604,90002,6,4,900020604,1,500,3550206:1500_3550800:1_9201:9000,双重冰爆,冰冻几率+%s，对已经处于冰冻的目标再次触发冰冻时造成30%%攻击的伤害。,3550206,SkillBuffIcon_atlas0,3550002
900020704,90002,7,4,900020704,1,500,3050301:10000_3550600:1_9201:10000,双重冰霜新星,冰元素伤害+%s，冰霜新星释放次数+1,3050301,SkillBuffIcon_atlas0,3550003
900020805,90002,8,5,900020805,1,500,3550206:1500_3551200:1_9201:12000,冰霜终结,冰冻几率+%s，冰冻时间+%s秒，攻击冰冻目标被会造成50%%的额外伤害。,"3550206,3551200",SkillBuffIcon_atlas0,3550001
900020904,90002,9,4,900020805,30,500,3050301:20000_9201:12000,强化冰霜伤害,冰元素伤害+%s,3050301,SkillBuffIcon_atlas0,3550001
901020101,90102,1,1,0,1,500,3060001:4000_3060000:1_9201:3000,火焰之刃,攻击时附带%s的火元素伤害,3060001,SkillBuffIcon_atlas0,3560001
901020202,90102,2,2,901020202,1,500,3060301:12500_3560100:1_9201:5000,点燃,火元素伤害+%s，攻击有15%%几率使目标燃烧,3060102,SkillBuffIcon_atlas0,3560002
901020302,90102,3,2,901020302,1,500,3060102:15000_3560400:1_9201:7000,陨石,每8次攻击释放1次陨石，造成150%攻击力的火焰伤害,,SkillBuffIcon_atlas0,3560003
901020403,90102,4,3,901020403,1,500,3060701:17500_3560600:1_9201:10000,强化点燃,燃烧伤害+50%，燃烧的目标受到伤害+50%,"3060102,3060102",SkillBuffIcon_atlas0,3560002
901020503,90102,5,3,901020503,1,500,3560501:3_3560800:1_9201:15000,强化陨石,释放陨石需要的攻击-%s次，陨石会使被伤害的目标陷入燃烧。,3560501,SkillBuffIcon_atlas0,3560003
901020604,90102,6,4,901020604,1,500,3060701:17500_3561300:1_9201:22000,烈焰缠身,燃烧伤害+%s，燃烧时被攻击会受到35%%%攻击力的额外伤害。,3060102,SkillBuffIcon_atlas0,3560002
901020704,90102,7,4,901020704,1,500,3060301:17500_3560503:1_9201:30000,双重陨石,火元素伤害+%s，陨石释放次数+1。,3060102,SkillBuffIcon_atlas0,3560003
901020805,90102,8,5,901020805,1,500,3060102:17500_3561000:1_9201:40000,死亡爆炸,燃烧时死亡，对周围同伴造成自身最大生命50%的火元素伤害，并使目标燃烧。,,SkillBuffIcon_atlas0,3560004
902020101,90202,1,1,0,1,500,3070001:3000_3070000:1_9201:3000,雷电之刃,攻击时附带攻击%s的电元素伤害,3070001,SkillBuffIcon_atlas0,3570001
902020202,90202,2,2,902020202,1,500,3070301:10000_3570100:1_9201:5000,触电,电元素伤害+%s，攻击有15%%几率使目标触电。触电状态下，被攻击会受到35%%攻击的触电伤害，触电状态持续5秒。,"3070102,3070102",SkillBuffIcon_atlas0,3570002
902020302,90202,3,2,902020302,1,500,3570600:1_3570400:1_9201:7000,闪电链,每8次攻击释放1次闪电链，对周围任意目标造成150%攻击力的电元素伤害，并弹射3次，每次弹射会使伤害降低25%。,,SkillBuffIcon_atlas0,3570003
902020403,90202,4,3,902020403,1,500,3070301:10000_3570800:1_9201:10000,强化触电,电元素伤害+%s，触电时受到伤害提高20%%,"3070102,3070102",SkillBuffIcon_atlas0,3570002
902020503,90202,5,3,902020503,1,500,3570701:3_3570503:2500_9201:15000,强化闪电链,释放闪电链需要的攻击-%s次，闪电链每次弹射时伤害不再降低,3570701,SkillBuffIcon_atlas0,3570003
902020604,90202,6,4,902020604,1,500,3571000:1_3570201:3000_9201:22000,双重触电,触电伤害+%s，攻击使目标触电时会立刻触发1次触电伤害,3070102,SkillBuffIcon_atlas0,3570002
902020704,90202,7,4,902020704,1,500,3070301:40000_3570703:1_9201:30000,双重闪电链,电元素伤害+%s，闪电链的释放次数+1,3070102,SkillBuffIcon_atlas0,3570003
902020805,90202,8,5,902020805,1,500,3570201:30000_3571200:1_9201:40000,电磁爆炸,触电伤害+300%，触电伤害范围扩大，并使受到伤害的目标触电。,,SkillBuffIcon_atlas0,3570001
903020101,90302,1,1,0,1,500,3080001:3000_3080000:1_3580100:1_9201:3000,枯木之刃,攻击时附带攻击%s的毒元素伤害，攻击有15%%几率使目标中毒。中毒的目标每秒受到20%%攻击力的中毒伤害，中毒持续20秒。,3080001,SkillBuffIcon_atlas0,3580001
903020202,90302,2,2,903020202,1,500,3080301:10000_3080701:4000_9201:5000,剧毒,毒元素伤害+%s，中毒伤害+%s,"3080102,3080102",SkillBuffIcon_atlas0,3580002
903020302,90302,3,2,903020302,1,500,3580400:1_9201:7000,传染,每8次攻击释放1次中毒传染，对周围造成150%攻击力的毒元素伤害，并使目标中毒。,3080102,SkillBuffIcon_atlas0,3580003
903020403,90302,4,3,903020403,1,500,3080701:5000_3580600:1_9201:10000,强化剧毒,中毒伤害+%s，中毒的目标再次中毒时立刻受到5次中毒伤害。,3080102,SkillBuffIcon_atlas0,3580002
903020503,90302,5,3,903020503,1,500,3580501:3_3580207:1_9201:15000,强化传染,释放中毒传染需要的攻击-%s次，中毒状态可以叠加2层。,3080102,SkillBuffIcon_atlas0,3580003
903020604,90302,6,4,903020604,1,500,3080701:6000_3580800:1_9201:22000,死亡传染,中毒伤害+%s，中毒时死亡会使附近任意怪物获得1层瘟疫。瘟疫中的目标每秒受到20%%攻击力的中毒伤害，持续20秒，最多可叠加10层。,3080102,SkillBuffIcon_atlas0,3580002
903020704,90302,7,4,903020704,1,500,3080301:40000_3580503:1_9201:30000,双重传染,毒元素伤害+%s，中毒传染释放次数+1,3080102,SkillBuffIcon_atlas0,3580003
903020805,90302,8,5,903020805,1,500,3080301:50000_3580208:6700_9201:40000,极速腐化,毒元素伤害+%s，中毒/瘟疫状态触发时间减少为0.33秒,3080102,SkillBuffIcon_atlas0,3580001
99990001,9999,1,1,0,1,100,3592200:1_3592201:10_9201:1000,击回10,击回10,,SkillBuffIcon_atlas0,3600002
99990002,9999,2,1,0,1,100,3592200:1_3592202:200_9201:1000,击回2%,击回2%,,SkillBuffIcon_atlas0,3600002
99990003,9999,3,1,0,1,100,3592300:1_3592401:3000_9201:1000,击回效果提高30%,击回效果提高30%,,SkillBuffIcon_atlas0,3600002
99990004,9999,4,1,0,1,100,95000101:1,冰弹技能,冰弹技能,,SkillBuffIcon_atlas0,3600002
99990005,9999,5,1,0,1,100,95100101:1,陨石技能,陨石技能,,SkillBuffIcon_atlas0,3600002
99990006,9999,6,1,0,1,100,95200101:1,雷电技能,雷电技能,,SkillBuffIcon_atlas0,3600002
99990007,9999,7,1,0,1,100,5200300:1_5200301:2_9201:1000,雷电目标+2,雷电目标+2,,SkillBuffIcon_atlas0,3600002
99990008,9999,8,1,0,1,100,5200500:1_5200501:3000_9201:1000,雷电伤害+30%,雷电伤害+30%,,SkillBuffIcon_atlas0,3600002
99990009,9999,9,1,0,1,100,5200300:1_5200301:-1_9201:1000,雷电目标-1,雷电目标-1,,SkillBuffIcon_atlas0,3600002
99990010,9999,10,1,0,1,100,5200500:1_5200501:-1000_9201:1000,雷电伤害-10%,雷电伤害-10%,,SkillBuffIcon_atlas0,3600002
99990011,9999,11,1,0,1,100,5000300:1_5000301:4_9201:1000,冰弹数量+4,冰弹数量+4,,SkillBuffIcon_atlas0,3600002
99990012,9999,12,1,0,1,100,5000500:1_5000501:6000_9201:1000,冰弹伤害+60%,冰弹伤害+60%,,SkillBuffIcon_atlas0,3600002
99990013,9999,13,1,0,1,100,5000700:1_5000701:90_9201:1000,冰弹范围+90°,冰弹范围+90°,,SkillBuffIcon_atlas0,3600002
99990014,9999,14,1,0,1,100,5000900:1_5000901:1_5001101:-4000_9201:1000,追加1次60%伤害的冰弹,追加1次60%伤害的冰弹,,SkillBuffIcon_atlas0,3600002
99990015,9999,15,1,0,1,100,5001300:1_9201:1000,冰弹命中后产生冰爆,冰弹命中后产生冰爆,,SkillBuffIcon_atlas0,3600002
99990016,9999,16,1,0,1,100,5100300:1_5100301:300_5100302:2000_9201:1000,陨石范围+0.3米,陨石范围+0.3米，陨石特效大小+20%,,SkillBuffIcon_atlas0,3600002
99990017,9999,17,1,0,1,100,5100500:1_5100501:6000_9201:1000,陨石伤害+60%,陨石伤害+60%,,SkillBuffIcon_atlas0,3600002
99990018,9999,18,1,0,1,100,5100700:1_5100701:2_9201:1000,陨石数量+2,陨石数量+2,,SkillBuffIcon_atlas0,3600002
99990019,9999,19,1,0,1,100,5100900:1_5100901:1250_9201:1000,陨石爆炸后产生额外半径1.25米、60%伤害的冲击波,陨石爆炸后产生额外半径1.25米、60%伤害的冲击波,,SkillBuffIcon_atlas0,3600002
99990020,9999,20,1,0,1,100,5020300:1_5020301:-3000_9201:1000,冰弹CD-30%,冰弹CD-30%,,SkillBuffIcon_atlas0,3600002
99990021,9999,21,1,0,1,100,5120300:1_5120301:-5000_9201:1000,陨石CD-50%,陨石CD-50%,,SkillBuffIcon_atlas0,3600002
99990022,9999,22,1,0,1,100,5220300:1_5220301:-4000_9201:1000,雷击CD-40%,雷击CD-40%,,SkillBuffIcon_atlas0,3600002
99990023,9999,23,1,0,1,100,7000100:1_7000101:5000_9201:1000,普攻伤害+50%,普攻伤害+50%,,SkillBuffIcon_atlas0,3600002
99990024,9999,24,1,0,1,100,5001500:1_5001501:5000_5001502:1500_9201:4000,冰冻,寒冰弹有50%概率造成1.5秒冰冻,,SkillBuffIcon_atlas0,3550002
99990025,9999,25,1,0,1,100,5101100:1_9201:4000,陨石燃烧,陨石附加燃烧，每秒造成30%的伤害，持续3秒,,SkillBuffIcon_atlas0,3560004
99990026,9999,26,1,0,1,100,5200700:1_5200701:5000_5200702:1500_9201:4000,触电,落雷有50%概率造成1.5秒麻痹,,SkillBuffIcon_atlas0,3570003
99990027,9999,27,1,0,1,100,920001:1,炎域,学习炎域技能,,SkillBuffIcon_atlas0,3570003
99990028,9999,28,1,0,1,100,920011:1_920012:1,毒爆,学习施加毒爆技能,,SkillBuffIcon_atlas0,3570003
99990029,9999,29,1,0,1,100,920021:1,爆炎冲刺,学习爆炎冲刺技能,,SkillBuffIcon_atlas0,3570003
99990030,9999,30,1,0,1,100,920022:1,升龙击,学习升龙击技能,,SkillBuffIcon_atlas0,3570003
99990031,9999,31,1,0,1,100,920023:1,爆炎砸地,学习爆炎砸地技能,,SkillBuffIcon_atlas0,3570003
99990032,9999,32,1,0,1,100,920031:1,闪电链,学习闪电链技能,,SkillBuffIcon_atlas0,3570003
99990033,9999,33,1,0,1,100,920041:1,召唤守卫,学习守卫技能,,SkillBuffIcon_atlas0,3570003
99910001,9991,1,1,0,1,100,920031:1_3041501:2,闪电链,学习闪电链技能,,SkillBuffIcon_atlas0,3570003
99910002,9991,2,2,0,2,100,4070301:6000_4070701:6000,闪电增伤,电系伤害+60%,,SkillBuffIcon_atlas0,3570003
99910003,9991,3,2,0,2,100,1920031:-1200,快速充电,闪电链冷却-20%,,SkillBuffIcon_atlas0,3570003
99910004,9991,4,2,0,2,100,5200701:2000,强化麻痹,闪电链造成麻痹概率+20%,,SkillBuffIcon_atlas0,3570003
99910005,9991,5,3,0,2,100,5920031:2,多重弹射,闪电链弹射次数+2,,SkillBuffIcon_atlas0,3570003
99910006,9991,6,3,0,1,100,920032:1,电环,释放一圈电环,,SkillBuffIcon_atlas0,3570003
99910007,9991,7,3,0,1,100,920033:1,雷暴云,召唤持续3秒的雷暴云，每秒随机劈下闪电对敌人造成伤害,,SkillBuffIcon_atlas0,3570003
99910008,9991,8,4,0,2,100,7920032:20000_9920032:20000_13920032:1,过载,电环伤害+80%,,SkillBuffIcon_atlas0,3570003
99910009,9991,9,4,0,1,100,4920032:6000,静电力场,电环范围+100%,,SkillBuffIcon_atlas0,3570003
99910010,9991,10,4,0,2,100,1920033:-4500,麻痹时间,雷暴云冷却-45%,,SkillBuffIcon_atlas0,3570003
99910011,9991,11,5,0,2,100,7920031:16000_9920031:16000_13920031:1,高能力场,闪电链伤害+80%,,SkillBuffIcon_atlas0,3570003
99910012,9991,12,6,0,1,100,12920031:1500_920034:1,连环闪电,闪电链每弹射一次，伤害+15%；击杀敌人时再次释放闪电链,,SkillBuffIcon_atlas0,3570003
99920001,9992,1,1,0,1,100,7000304:8000_5200711:2000_7000314:1_3041501:2,高能电刃,普攻附加额外闪电伤害，且有15%概率使目标麻痹,,SkillBuffIcon_atlas0,3570003
99920002,9992,2,2,0,2,100,4070301:6000_4070701:6000,闪电增伤,电系伤害+60%,,SkillBuffIcon_atlas0,3570003
99920003,9992,3,2,0,2,100,3041501:2_7000314:1,电弧,电刃附加电弧，对附近敌人造成溅射伤害,,SkillBuffIcon_atlas0,3570003
99920004,9992,4,2,0,2,100,5200711:1500,强化麻痹,电刃造成麻痹概率+15%,,SkillBuffIcon_atlas0,3570003
99920005,9992,5,3,0,2,100,7000304:1500_7000314:1,电能强化,电弧伤害+60%,,SkillBuffIcon_atlas0,3570003
99920006,9992,6,3,0,1,100,920053:1,电刃强化,每攻击3次，向前方劈出一道超强电刃,,SkillBuffIcon_atlas0,3570003
99920007,9992,7,3,0,1,100,14920052:1,雷神附体,攻击时有几率向周围释放电波,,SkillBuffIcon_atlas0,3570003
99920008,9992,8,4,0,2,100,14920053:1_7920053:-1500_9920053:-1500,超级电刃,超强电刃数量+1,,SkillBuffIcon_atlas0,3570003
99920009,9992,9,4,0,1,100,4920053:5000,远程打击,超强电刃攻击距离+100%,,SkillBuffIcon_atlas0,3570003
99920010,9992,10,4,0,2,100,8200556:3000,雷神降世,雷神附体概率+30%,,SkillBuffIcon_atlas0,3570003
99920011,9992,11,5,0,2,100,7920053:6000_9920053:6000,电刃增伤,超强电刃伤害+40%,,SkillBuffIcon_atlas0,3570003
99920012,9992,12,6,0,1,100,920054:1,天罚,每击杀一个敌人，会劈出一道超强电刃,,SkillBuffIcon_atlas0,3570003
99930001,9993,1,1,0,1,100,920061:1,暴风雪,学习暴风雪技能,,SkillBuffIcon_atlas0,3570003
99930006,9993,6,3,0,1,100,16920061:1,极寒领域,暴风雪经过的路径留下极寒领域，持续造成伤害,,SkillBuffIcon_atlas0,3570003
99930007,9993,7,3,0,1,100,920072:1_5001501:800,寒冰冻结,暴风雪有X%概率冰冻敌人1秒，冰冻结束后产生冰爆,,SkillBuffIcon_atlas0,3570003
800000001,8000,1,1,0,1,100,3050000:1_5000100:1_5000101:1_9201:3000,寒冰弹,学习寒冰弹技能,,SkillBuffIcon_atlas0,3550003
800010101,8000,2,2,800010101,1,200,5000300:1_5000301:2_5000500:1_5000501:2000_5000700:1_5000701:90_9201:4000,强化寒冰弹,寒冰弹伤害+20%，寒冰弹数量+2且释放范围提高至180度,,SkillBuffIcon_atlas0,3550001
800010102,8000,3,3,800010102,1,300,5000301:2_5000501:2000_5000701:180_9201:5500,强化寒冰弹,寒冰弹伤害+20%，寒冰弹数量+2且改为向四周360度发射,,SkillBuffIcon_atlas0,3550001
800010201,8000,4,2,800010201,1,200,5000900:1_5000901:1_5001101:-6000_5000903:500_9201:4000,追加寒冰弹,追加一波40%伤害的寒冰弹,,SkillBuffIcon_atlas0,3550003
800010202,8000,5,3,800010202,1,300,5001101:4000_9201:5500,追加寒冰弹,追加寒冰弹伤害+100%,,SkillBuffIcon_atlas0,3550003
800010301,8000,6,2,800010301,1,200,5001500:1_5001501:5000_5001502:1500_9201:4000,冰冻,寒冰弹有50%概率造成1.5秒冰冻,,SkillBuffIcon_atlas0,3550002
800010302,8000,7,3,800010302,1,300,5001501:5000_9201:5500,冰冻,寒冰弹造成冰冻概率提升至100%,,SkillBuffIcon_atlas0,3550002
9800010301,8000,6,2,9800010301,1,200,5001300:1_5001301:-7500_9201:4000,冰爆,冰弹击中目标后产生冰爆造成25%的伤害,,SkillBuffIcon_atlas0,3550002
9800010302,8000,7,3,9800010302,1,300,5001301:2500_9201:5500,冰爆,冰爆伤害+100%,,SkillBuffIcon_atlas0,3550002
800030101,8000,8,2,800030101,1,200,5000500:1_5000501:4000_9201:4000,寒冰弹伤害,寒冰弹伤害+40%,,SkillBuffIcon_atlas0,3550003
800030102,8000,9,3,800030102,3,200,5000501:5000_9201:5500,寒冰弹伤害,寒冰弹伤害+50%,,SkillBuffIcon_atlas0,3550003
800030201,8000,10,2,800030201,1,200,5020300:1_5020301:-3000_9201:4000,寒冰弹冷却,寒冰弹冷却-25%,,SkillBuffIcon_atlas0,3550001
800030202,8000,11,3,800030202,1,300,5020301:-3000_9201:5500,寒冰弹冷却,寒冰弹冷却-25%,,SkillBuffIcon_atlas0,3550001
800100001,8001,1,1,0,1,100,3060000:1_5100100:1_5100101:1_5100300:1_5100302:10000_9201:3000,火焰陨石,学习火焰陨石技能,,SkillBuffIcon_atlas0,3560001
800110101,8001,2,2,800110101,1,200,5100300:1_5100301:300_5100302:5000_5100500:1_5100501:3000_9201:4000,强化火焰陨石,陨石落地爆炸范围+20%，陨石伤害+30%,,SkillBuffIcon_atlas0,3560002
800110102,8001,3,3,800110102,1,300,5100301:300_5100302:5000_5100501:3000_9201:5500,强化火焰陨石,陨石落地爆炸范围+20%，陨石伤害+30%,,SkillBuffIcon_atlas0,3560002
800110201,8001,4,2,800110201,1,200,5100700:1_5100701:1_5100500:1_5100501:-2000_9201:4000,火焰陨石数量,陨石数量+1，陨石伤害-20%,,SkillBuffIcon_atlas0,3560001
800110202,8001,5,3,800110202,1,300,5100701:1_5100501:-1000_9201:5500,火焰陨石数量,陨石数量+1，陨石伤害-10%,,SkillBuffIcon_atlas0,3560001
800110301,8001,6,2,800110301,1,200,5101100:1_5101201:3000_5101205:3000_9201:4000,陨石燃烧,陨石附加燃烧，每秒造成30%的伤害，持续3秒,,SkillBuffIcon_atlas0,3560004
800110302,8001,7,3,800110302,1,300,5101100:1_5101201:4000_9201:5500,陨石燃烧,燃烧伤害提高至70%/秒,,SkillBuffIcon_atlas0,3560004
9800110301,8001,6,2,9800110301,1,200,5100900:1_5100901:1250_5100902:-4000_9201:4000,爆炸冲击波,陨石落地后产生冲击波造成60%伤害,,SkillBuffIcon_atlas0,3560004
9800110302,8001,7,3,9800110302,1,300,5100902:6000_9201:5500,爆炸冲击波,冲击波伤害+100%,,SkillBuffIcon_atlas0,3560004
800130101,8001,8,2,800130101,1,200,5100500:1_5100501:4000_9201:4000,火焰陨石伤害,火焰陨石伤害+40%,,SkillBuffIcon_atlas0,3560002
800130102,8001,9,3,800130102,3,200,5100501:5000_9201:5500,火焰陨石伤害,火焰陨石伤害+50%,,SkillBuffIcon_atlas0,3560002
800130201,8001,10,2,800130201,1,200,5120300:1_5120301:-3000_9201:4000,火焰陨石冷却,火焰陨石冷却-25%,,SkillBuffIcon_atlas0,3560003
800130202,8001,11,3,800130202,1,300,5120301:-3000_9201:5500,火焰陨石冷却,火焰陨石冷却-25%,,SkillBuffIcon_atlas0,3560003
800200001,8002,1,1,0,1,100,3070000:1_5200100:1_5200101:1_9201:3000,落雷,学习落雷技能,,SkillBuffIcon_atlas0,3570001
800210101,8002,2,2,800210101,1,200,5200300:1_5200301:2_5200500:1_5200501:-1000_9201:4000,落雷数量,落雷数量+2，落雷伤害-10%,,SkillBuffIcon_atlas0,3570001
800210102,8002,3,3,800210102,1,300,5200301:3_5200501:-2000_9201:5500,落雷数量,落雷数量+3，落雷伤害-20%,,SkillBuffIcon_atlas0,3570001
800210201,8002,4,2,800210201,1,200,5200300:1_5200301:1_5200500:1_5200501:2000_9201:4000,落雷威力,落雷数量+1，落雷伤害+20%,,SkillBuffIcon_atlas0,3570002
800210202,8002,5,3,800210202,1,300,5200301:1_5200501:2000_9201:5500,落雷威力,落雷数量+1，落雷伤害+20%,,SkillBuffIcon_atlas0,3570002
800210301,8002,6,2,800210301,1,200,5200700:1_5200701:5000_5200702:1500_9201:4000,触电,落雷有50%概率造成1.5秒麻痹,,SkillBuffIcon_atlas0,3570003
800210302,8002,7,3,800210302,1,300,5200701:5000_9201:5500,触电,落雷造成麻痹概率提升至100%,,SkillBuffIcon_atlas0,3570003
800230101,8002,8,2,800230101,1,200,5200500:1_5200501:4000_9201:4000,落雷伤害,落雷伤害+40%,,SkillBuffIcon_atlas0,3570002
800230102,8002,9,3,800230102,3,200,5200501:5000_9201:5500,落雷伤害,落雷伤害+50%,,SkillBuffIcon_atlas0,3570002
800230201,8002,10,2,800230201,1,200,5220300:1_5220301:-3000_9201:4000,落雷冷却,落雷冷却-25%,,SkillBuffIcon_atlas0,3570003
800230202,8002,11,3,800230202,1,300,5220301:-3000_9201:5500,落雷冷却,落雷冷却-25%,,SkillBuffIcon_atlas0,3570003
801100001,8011,1,1,0,1,100,7000100:1_7000101:5000_9201:3000,精致之刃,攻击伤害+50%,,SkillBuffIcon_atlas0,3610001
801100101,8011,2,2,0,1,500000,3041501:1_7000100:1_7000101:-500_9201:3000,攻击目标数量,攻击目标+1，攻击伤害-5%,,SkillBuffIcon_atlas0,3610003
801100102,8011,3,3,801100102,1,500000,3041501:1_7000101:-500_9201:3000,攻击目标数量,攻击目标+1，攻击伤害-5%,,SkillBuffIcon_atlas0,3610003
801100103,8011,4,4,801100103,1,500000,3041501:2_7000101:-1000_9201:5000,攻击目标数量,攻击目标+2，攻击伤害-10%,,SkillBuffIcon_atlas0,3610003
801100201,8011,5,2,801100201,1,200,7000101:6000_9201:4000,进阶精致之刃,攻击伤害+60%,,SkillBuffIcon_atlas0,3610004
801100202,8011,6,3,801100202,1,200,7000101:7000_9201:4500,进阶精致之刃,攻击伤害+70%,,SkillBuffIcon_atlas0,3610004
801100203,8011,7,4,801100203,3,200,7000101:8000_9201:5000,进阶精致之刃,攻击伤害+80%,,SkillBuffIcon_atlas0,3610004
801100301,8011,8,2,801100301,1,200,3040901:2500_9201:4000,强化攻速,攻击速度+25%,,SkillBuffIcon_atlas0,3610002
801100302,8011,9,3,801100302,1,200,3040901:2500_9201:4500,强化攻速,攻击速度+25%,,SkillBuffIcon_atlas0,3610002
801100303,8011,10,4,801100303,3,200,3040901:3000_9201:5000,强化攻速,攻击速度+30%,,SkillBuffIcon_atlas0,3610002
801200001,8012,1,1,0,1,100,3040102:3000_9201:3000,强化攻击,攻击+30%,,SkillBuffIcon_atlas0,3600002
801200101,8012,2,2,801200101,1,200,3040102:4000_9201:4000,进阶强化攻击,攻击+40%,,SkillBuffIcon_atlas0,3600003
801200102,8012,3,3,801200102,1,200,3040102:4000_9201:4500,进阶强化攻击,攻击+40%,,SkillBuffIcon_atlas0,3600003
801200103,8012,4,4,801200103,4,200,3040102:5000_9201:5500,进阶强化攻击,攻击+50%,,SkillBuffIcon_atlas0,3600003
801200201,8012,5,2,801200201,1,200,3040102:1000_3041201:800_9201:4000,强化暴击,攻击+10%，暴击率+8%,,SkillBuffIcon_atlas0,3600001
801200202,8012,6,3,801200202,1,200,3040102:1000_3041201:800_9201:4500,强化暴击,攻击+10%，暴击率+8%,,SkillBuffIcon_atlas0,3600001
801200203,8012,7,4,801200203,4,200,3041201:1200_3041301:3000_9201:4500,强化暴击,暴击率+12%，暴击伤害+30%,,SkillBuffIcon_atlas0,3600001
700000001,7000,1,1,0,1,200,3050000:1_7000301:1500,冰刃,攻击附带15%冰属性伤害,,SkillBuffIcon_atlas0,3550001
700010101,7000,2,2,700010101,1,200,3050001:4000,冰元素强化,冰属性伤害+40%,,SkillBuffIcon_atlas0,3550001
700010102,7000,3,3,700010102,1,300,3050001:5000,冰元素强化+,冰属性伤害+50%,,SkillBuffIcon_atlas0,3550001
700010112,7000,4,3,700010112,1,400,3050001:6000,冰元素强化++,冰属性伤害+60%,,SkillBuffIcon_atlas0,3550001
700010122,7000,5,3,700010122,1,500,3050001:7500,冰元素强化+++,冰属性伤害+75%,,SkillBuffIcon_atlas0,3550001
700010132,7000,6,3,700010132,1,500,3050001:10000,终极冰元素强化,冰属性伤害+100%,,SkillBuffIcon_atlas0,3550001
700010103,7000,7,2,700010103,1,0,7000501:1_5001501:3000_5001502:1500_9201:3000_3041501:1,冰冻,攻击有30%概率造成1.5秒冰冻,,SkillBuffIcon_atlas0,3550002
700010104,7000,8,4,700010104,1,0,5000100:1_5000101:1_5000500:1_9201:3000_3041501:1,寒冰弹,学习寒冰弹技能,,SkillBuffIcon_atlas0,3550003
700010105,7000,9,5,700010105,1,0,5000501:5000_9201:3000_3041501:1,寒冰弹伤害,寒冰弹伤害+50%,,SkillBuffIcon_atlas0,3550002
700010106,7000,10,5,700010106,1,0,5020300:1_5020301:-3000_9201:3000_3041501:1,寒冰弹冷却,寒冰弹冷却-30%,,SkillBuffIcon_atlas0,3550002
700010107,7000,11,5,700010107,1,0,5000900:1_5000901:1_5001101:-6500_5000903:500_9201:3000_3041501:1,追加寒冰弹,追加一波35%伤害的寒冰弹,,SkillBuffIcon_atlas0,3550002
700010108,7000,12,6,700010108,1,0,5000501:10000_5000300:1_5000301:6_5000700:1_5000701:270_9201:3000_3041501:1,终极寒冰弹,寒冰弹伤害+100%，寒冰弹数量+6且改为向四周360度发射,,SkillBuffIcon_atlas0,3550003
700100001,7001,1,1,0,1,200,3060000:1_7000302:1500,火刃,攻击附带15%火属性伤害,,SkillBuffIcon_atlas0,3560001
700100101,7001,2,2,700100101,1,200,3060001:4000,火元素强化,火属性伤害+40%,,SkillBuffIcon_atlas0,3560001
700100102,7001,3,3,700100102,1,300,3060001:5000,火元素强化+,火属性伤害+50%,,SkillBuffIcon_atlas0,3560001
700100112,7001,4,3,700100112,1,400,3060001:6000,火元素强化++,火属性伤害+60%,,SkillBuffIcon_atlas0,3560001
700100122,7001,5,3,700100122,1,500,3060001:7500,火元素强化+++,火属性伤害+75%,,SkillBuffIcon_atlas0,3560001
700100132,7001,6,3,700100132,1,500,3060001:10000,终极火元素强化,火属性伤害+100%,,SkillBuffIcon_atlas0,3560001
700100103,7001,7,2,700100103,1,0,7000502:1_5101205:3000_5101201:3000_9201:3000_3041501:1,燃烧,攻击附加燃烧，每秒造成30%的伤害，持续3秒,,SkillBuffIcon_atlas0,3560002
700100104,7001,8,4,700100104,1,0,5100100:1_5100101:1_5100300:1_5100302:12000_9201:3000_3041501:1,火焰陨石,学习火焰陨石技能,,SkillBuffIcon_atlas0,3560003
700100105,7001,9,5,700100105,1,0,5100501:5000_9201:3000_3041501:1,火焰陨石伤害,火焰陨石伤害+50%,,SkillBuffIcon_atlas0,3560002
