paipaiworld_config,Unnamed: 1,3,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
60040,6,40,60041,40,46200001:1950_46700001:200,40,9101:1529,3020101:310,3020101
70040,7,40,70041,40,46200001:1950_46700001:200,40,9101:1529,3010101:760,3010101
80040,8,40,80041,40,46200001:1950_46700001:200,40,9101:1529,3010101:760,3010101
10041,1,41,10042,40,46200001:2000_46700001:205,40,9101:1681,3010101:840,3010101
20041,2,41,20042,40,46200001:2000_46700001:205,40,9101:1681,3030101:81000,3030101
30041,3,41,30042,40,46200001:2000_46700001:205,40,9101:1681,3020101:340,3020101
40041,4,41,40042,40,46200001:2000_46700001:205,40,9101:1681,3030101:81000,3030101
50041,5,41,50042,40,46200001:2000_46700001:205,40,9101:1681,3010101:840,3010101
60041,6,41,60042,40,46200001:2000_46700001:205,40,9101:1681,3020101:340,3020101
70041,7,41,70042,40,46200001:2000_46700001:205,40,9101:1681,3010101:840,3010101
80041,8,41,80042,40,46200001:2000_46700001:205,40,9101:1681,3010101:840,3010101
10042,1,42,10043,40,46200001:2050_46700001:210,40,9101:1748,3010101:870,3010101
20042,2,42,20043,40,46200001:2050_46700001:210,40,9101:1748,3030101:84000,3030101
30042,3,42,30043,40,46200001:2050_46700001:210,40,9101:1748,3020101:350,3020101
40042,4,42,40043,40,46200001:2050_46700001:210,40,9101:1748,3030101:84000,3030101
50042,5,42,50043,40,46200001:2050_46700001:210,40,9101:1748,3010101:870,3010101
60042,6,42,60043,40,46200001:2050_46700001:210,40,9101:1748,3020101:350,3020101
70042,7,42,70043,40,46200001:2050_46700001:210,40,9101:1748,3010101:870,3010101
80042,8,42,80043,40,46200001:2050_46700001:210,40,9101:1748,3010101:870,3010101
10043,1,43,10044,40,46200001:2100_46700001:215,40,9101:1818,3010101:910,3010101
20043,2,43,20044,40,46200001:2100_46700001:215,40,9101:1818,3030101:87000,3030101
30043,3,43,30044,40,46200001:2100_46700001:215,40,9101:1818,3020101:360,3020101
40043,4,43,40044,40,46200001:2100_46700001:215,40,9101:1818,3030101:87000,3030101
50043,5,43,50044,40,46200001:2100_46700001:215,40,9101:1818,3010101:910,3010101
60043,6,43,60044,40,46200001:2100_46700001:215,40,9101:1818,3020101:360,3020101
70043,7,43,70044,40,46200001:2100_46700001:215,40,9101:1818,3010101:910,3010101
80043,8,43,80044,40,46200001:2100_46700001:215,40,9101:1818,3010101:910,3010101
10044,1,44,10045,40,46200001:2150_46700001:220,40,9101:1891,3010101:950,3010101
20044,2,44,20045,40,46200001:2150_46700001:220,40,9101:1891,3030101:91000,3030101
30044,3,44,30045,40,46200001:2150_46700001:220,40,9101:1891,3020101:380,3020101
40044,4,44,40045,40,46200001:2150_46700001:220,40,9101:1891,3030101:91000,3030101
50044,5,44,50045,40,46200001:2150_46700001:220,40,9101:1891,3010101:950,3010101
60044,6,44,60045,40,46200001:2150_46700001:220,40,9101:1891,3020101:380,3020101
70044,7,44,70045,40,46200001:2150_46700001:220,40,9101:1891,3010101:950,3010101
80044,8,44,80045,40,46200001:2150_46700001:220,40,9101:1891,3010101:950,3010101
10045,1,45,10046,40,46200001:2200_46700001:225,40,9101:1966,3010101:980,3010101
20045,2,45,20046,40,46200001:2200_46700001:225,40,9101:1966,3030101:94000,3030101
30045,3,45,30046,40,46200001:2200_46700001:225,40,9101:1966,3020101:390,3020101
40045,4,45,40046,40,46200001:2200_46700001:225,40,9101:1966,3030101:94000,3030101
50045,5,45,50046,40,46200001:2200_46700001:225,40,9101:1966,3010101:980,3010101
60045,6,45,60046,40,46200001:2200_46700001:225,40,9101:1966,3020101:390,3020101
70045,7,45,70046,40,46200001:2200_46700001:225,40,9101:1966,3010101:980,3010101
80045,8,45,80046,40,46200001:2200_46700001:225,40,9101:1966,3010101:980,3010101
10046,1,46,10047,40,46200001:2250_46700001:230,40,9101:2044,3010101:1000,3010101
20046,2,46,20047,40,46200001:2250_46700001:230,40,9101:2044,3030101:98000,3030101
30046,3,46,30047,40,46200001:2250_46700001:230,40,9101:2044,3020101:410,3020101
40046,4,46,40047,40,46200001:2250_46700001:230,40,9101:2044,3030101:98000,3030101
50046,5,46,50047,40,46200001:2250_46700001:230,40,9101:2044,3010101:1000,3010101
60046,6,46,60047,40,46200001:2250_46700001:230,40,9101:2044,3020101:410,3020101
70046,7,46,70047,40,46200001:2250_46700001:230,40,9101:2044,3010101:1000,3010101
80046,8,46,80047,40,46200001:2250_46700001:230,40,9101:2044,3010101:1000,3010101
10047,1,47,10048,40,46200001:2300_46700001:235,40,9101:2126,3010101:1100,3010101
20047,2,47,20048,40,46200001:2300_46700001:235,40,9101:2126,3030101:100000,3030101
30047,3,47,30048,40,46200001:2300_46700001:235,40,9101:2126,3020101:430,3020101
40047,4,47,40048,40,46200001:2300_46700001:235,40,9101:2126,3030101:100000,3030101
50047,5,47,50048,40,46200001:2300_46700001:235,40,9101:2126,3010101:1100,3010101
60047,6,47,60048,40,46200001:2300_46700001:235,40,9101:2126,3020101:430,3020101
70047,7,47,70048,40,46200001:2300_46700001:235,40,9101:2126,3010101:1100,3010101
80047,8,47,80048,40,46200001:2300_46700001:235,40,9101:2126,3010101:1100,3010101
10048,1,48,10049,40,46200001:2350_46700001:240,40,9101:2211,3010101:1100,3010101
20048,2,48,20049,40,46200001:2350_46700001:240,40,9101:2211,3030101:110000,3030101
30048,3,48,30049,40,46200001:2350_46700001:240,40,9101:2211,3020101:440,3020101
40048,4,48,40049,40,46200001:2350_46700001:240,40,9101:2211,3030101:110000,3030101
50048,5,48,50049,40,46200001:2350_46700001:240,40,9101:2211,3010101:1100,3010101
60048,6,48,60049,40,46200001:2350_46700001:240,40,9101:2211,3020101:440,3020101
70048,7,48,70049,40,46200001:2350_46700001:240,40,9101:2211,3010101:1100,3010101
80048,8,48,80049,40,46200001:2350_46700001:240,40,9101:2211,3010101:1100,3010101
10049,1,49,10050,40,46200001:2400_46700001:245,40,9101:2299,3010101:1100,3010101
20049,2,49,20050,40,46200001:2400_46700001:245,40,9101:2299,3030101:110000,3030101
30049,3,49,30050,40,46200001:2400_46700001:245,40,9101:2299,3020101:460,3020101
40049,4,49,40050,40,46200001:2400_46700001:245,40,9101:2299,3030101:110000,3030101
50049,5,49,50050,40,46200001:2400_46700001:245,40,9101:2299,3010101:1100,3010101
60049,6,49,60050,40,46200001:2400_46700001:245,40,9101:2299,3020101:460,3020101
70049,7,49,70050,40,46200001:2400_46700001:245,40,9101:2299,3010101:1100,3010101
80049,8,49,80050,40,46200001:2400_46700001:245,40,9101:2299,3010101:1100,3010101
10050,1,50,-1,50,46200001:2450_46700001:250,50,9101:2392,3010101:1200,3010101
20050,2,50,-1,50,46200001:2450_46700001:250,50,9101:2392,3030101:110000,3030101
30050,3,50,-1,50,46200001:2450_46700001:250,50,9101:2392,3020101:480,3020101
40050,4,50,-1,50,46200001:2450_46700001:250,50,9101:2392,3030101:110000,3030101
50050,5,50,-1,50,46200001:2450_46700001:250,50,9101:2392,3010101:1200,3010101
60050,6,50,-1,50,46200001:2450_46700001:250,50,9101:2392,3020101:480,3020101
70050,7,50,-1,50,46200001:2450_46700001:250,50,9101:2392,3010101:1200,3010101
80050,8,50,-1,50,46200001:2450_46700001:250,50,9101:2392,3010101:1200,3010101
