paipaiworld_config,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
620601,6,,,60002,1,5,53900,6,0,62102:30_62108:25_62106:3_62104:2,"0,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2",0,30000,0,0,0,0,0,0,0,0
620701,6,,,60002,1,4,72500,7,0,62102:32_62108:34_62106:4_62104:2,"0,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2",0,30000,0,0,0,0,0,0,0,0
620801,6,,,60002,1,3,94100,8,0,62102:33_62108:43_62106:6_62104:2,"0,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2",0,30000,0,0,0,0,0,0,0,0
620901,6,,,60002,1,2,119300,9,0,62102:34_62108:52_62106:8_62104:2,"0,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2",0,30000,0,0,0,0,0,0,0,0
621001,6,,,60002,1,1,148100,10,0,62102:36_62108:59_62106:11_62104:2,"0,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2",0,30000,0,0,0,0,0,0,0,0
710101,7,,,70001,1,11,0,1,71102,0:0,0,0,30000,0,0,"50,50",0,0,0,0,0
710102,7,,,70001,1,10,1000,1,0,71102:5,0,0,30000,0,0,0,0,0,0,0,0
710201,7,,,70001,1,9,4900,2,0,71102:9_71113:3,0,0,30000,0,0,0,0,0,0,0,0
710301,7,,,70001,1,8,14700,3,0,71102:12_71113:6,0,0,30000,0,0,0,0,0,0,0,0
710401,7,,,70001,1,7,27400,4,0,71102:14_71113:9_71111:1,0,0,30000,0,0,0,0,0,0,0,0
710501,7,,,70001,1,6,42000,5,0,71102:17_71113:12_71111:1,0,0,30000,0,0,0,0,0,0,0,0
710601,7,,,70001,1,5,57500,6,0,71102:18_71113:16_71103:1_71111:1,0,0,30000,0,0,0,0,0,0,0,0
710701,7,,,70001,1,4,74000,7,0,71102:19_71113:20_71103:1_71111:2,0,0,30000,0,0,0,0,0,0,0,0
710801,7,,,70001,1,3,90400,8,0,71102:21_71113:24_71103:1_71111:2,0,0,30000,0,0,0,0,0,0,0,0
710901,7,,,70001,1,2,106800,9,0,71102:22_71113:28_71103:2_71111:2,0,0,30000,0,0,0,0,0,0,0,0
711001,7,,,70001,1,1,123000,10,0,71102:24_71113:32_71103:2_71111:2,"0,3,1500,3,1500,3,1500,3,2000,4,2000,4",0,30000,0,0,0,0,0,0,0,0
720101,7,,,70002,1,12,0,1,72102,0:0,0,0,30000,0,0,"50,50",0,0,0,0,0
720102,7,,,70002,1,11,0,1,"72102,72102,72102,72102",0:0,0,0,30000,0,0,0,"50,50,4000",0,0,0,0
720103,7,,,70002,1,10,1000,1,0,72102:8_72113:3,"0,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1",0,30000,0,0,0,0,0,0,0,0
720201,7,,,70002,1,9,5400,2,0,72102:17_72113:6_72111:1,"0,2,700,2,700,2,700,2,700,2,700,2,700,2,700,2,700,2,700,2,700,2,700,2",0,30000,0,0,0,0,0,0,0,0
720301,7,,,70002,1,8,13800,3,0,72102:22_72113:9_72111:1,"0,2,680,2,680,2,680,2,680,2,680,2,680,2,680,2,680,2,680,2,680,2,680,2,680,2,680,2,680,2,680,2",0,30000,0,0,0,0,0,0,0,0
720401,7,,,70002,1,7,24700,4,0,72102:26_72113:12_72103:1_72111:1,"0,2,660,2,660,2,660,2,660,2,660,2,660,2,660,2,660,2,660,2,660,2,660,2,660,2,660,2,660,2,660,2,660,2,660,2,660,2,660,2",0,30000,0,0,0,0,0,0,0,0
720501,7,,,70002,1,6,37900,5,0,72102:30_72113:17_72103:2_72111:1,"0,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2",0,30000,0,0,0,0,0,0,0,0
720601,7,,,70002,1,5,53900,6,0,72102:30_72113:25_72103:3_72111:2,"0,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2",0,30000,0,0,0,0,0,0,0,0
720701,7,,,70002,1,4,72500,7,0,72102:32_72113:34_72103:4_72111:2,"0,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2",0,30000,0,0,0,0,0,0,0,0
720801,7,,,70002,1,3,94100,8,0,72102:33_72113:43_72103:6_72111:2,"0,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2",0,30000,0,0,0,0,0,0,0,0
720901,7,,,70002,1,2,119300,9,0,72102:34_72113:52_72103:8_72111:2,"0,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2",0,30000,0,0,0,0,0,0,0,0
721001,7,,,70002,1,1,148100,10,0,72102:36_72113:59_72103:11_72111:2,"0,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2",0,30000,0,0,0,0,0,0,0,0
730101,7,,,70003,1,2,0,1,73115,0:0,0,0,30000,0,0,"50,98",0,0,0,1,180
730102,7,,,70003,1,1,10000,1,0,73102:8_73113:16_73103:2,"0,2,1200,2,1200,2,1200,2,1200,2,1200,2,1200,2,1200,2,1200,2,1200,2,1200,2,1200,2,1200,2",0,30000,0,0,0,0,0,0,0,0
1110101,11,,,110001,1,1,0,1,0,121101:2,"0,2",300,30000,0,0,0,0,0,0,0,0
1110102,11,,,110001,1,2,1000,1,0,121101:2,"0,2",300,30000,0,0,0,0,0,0,0,0
1110103,11,,,110001,1,3,2000,1,0,121101:2,"0,2",300,30000,0,0,0,0,0,0,0,0
1120101,11,,,110002,1,1,0,1,0,121101:2,"0,2",900,30000,0,0,0,0,0,0,0,0
1120102,11,,,110002,1,2,1000,1,0,121101:2,"0,2",900,30000,0,0,0,0,0,0,0,0
1120103,11,,,110002,1,3,2000,1,0,121101:2,"0,2",900,30000,0,0,0,0,0,0,0,0
1130101,11,,,110003,1,1,0,1,0,121101:2,"0,2",3000,30000,0,0,0,0,0,0,0,0
1130102,11,,,110003,1,2,1000,1,0,121101:2,"0,2",3000,30000,0,0,0,0,0,0,0,0
1130103,11,,,110003,1,3,2000,1,0,121101:2,"0,2",3000,30000,0,0,0,0,0,0,0,0
1140101,11,,,110004,1,1,0,1,0,121101:2,"0,2",12000,30000,0,0,0,0,0,0,0,0
1140102,11,,,110004,1,2,1000,1,0,121101:2,"0,2",12000,30000,0,0,0,0,0,0,0,0
1140103,11,,,110004,1,3,2000,1,0,121101:2,"0,2",12000,30000,0,0,0,0,0,0,0,0
1150101,11,,,110005,1,1,0,1,0,121101:2,"0,2",0,30000,0,0,0,0,0,0,0,0
1150102,11,,,110005,1,2,1000,1,0,121101:2,"0,2",0,30000,0,0,0,0,0,0,0,0
1150103,11,,,110005,1,3,2000,1,0,121101:2,"0,2",0,30000,0,0,0,0,0,0,0,0
1210101,12,,,120001,1,1,0,1,121101,0:0,0,0,30000,0,0,"50,55",0,0,0,0,0
1210102,12,,,120001,1,2,1000,1,"121101,121101",0:0,0,0,30000,0,0,0,"65,60,1500",0,0,0,0
1210201,12,,,120001,1,3,2000,2,0,121101:10,"0,2,1000,2,1000,2,1000,2,1000,2",0,30000,0,0,0,0,0,0,0,0
1210301,12,,,120001,1,4,7000,3,0,121101:12_121105:5,"0,2,1000,2,1000,2,1000,2,1000,2,1000,2,1000,2,1000,3",0,30000,0,0,0,0,0,0,0,0
1210401,12,,,120001,1,5,15000,4,0,121101:18_121105:10_121102:1,"0,2,1000,3,1000,3,1000,3,1000,3,1000,3,1000,3,1000,3,1000,3,1000,3",0,30000,0,0,0,0,0,0,0,0
1210501,12,,,120001,1,6,25000,5,0,121101:25_121105:21_121102:4,"0,4,1000,4,1000,4,1000,4,1000,4,1000,5,1000,5,1000,5,1000,5,1000,5,1000,5",0,30000,0,0,0,0,0,0,0,0
1210601,12,,,120001,1,7,36000,6,0,121101:34_121105:30_121102:6,"0,5,1000,5,1000,5,1000,5,1000,6,1000,6,1000,6,1000,6,1000,6,1000,6,1000,7,1000,7",0,30000,0,0,0,0,0,0,0,0
1210701,12,,,120001,1,8,48000,7,0,121101:60_121105:65_121102:12,"0,9,1000,9,1000,9,1000,9,1000,9,1000,9,1000,9,1000,10,1000,10,1000,10,1000,10,1000,12,1000,12",0,30000,0,0,0,0,0,0,0,0
1210801,12,,,120001,1,9,61000,8,0,121101:65_121105:70_121102:15,"0,10,1000,10,1000,10,1000,10,1000,10,1000,10,1000,10,1000,11,1000,11,1000,11,1000,11,1000,13,1000,13",0,30000,0,0,0,0,0,0,0,0
1210901,12,,,120001,1,10,75000,9,0,121101:90_121105:113_121102:29,"0,14,1000,14,1000,14,1000,14,1000,14,1000,14,1000,14,1000,14,1000,14,1000,14,1000,15,1000,15,1000,15,1000,15,1000,16,1000,16",0,30000,0,0,0,0,0,0,0,0
1211001,12,,,120001,1,11,91000,10,121113,0:0,0,0,30000,0,0,"95,95",0,0,0,1,0
1211002,12,,,120001,1,12,94000,10,0,121101:6_121105:12_121102:2,"0,3,1500,3,1500,3,1500,3,2000,4,2000,4",0,30000,0,0,0,0,0,0,0,0
2110101,21,,,210001,1,1,0,1,"9999101,9999102,9999103,9999104",0:0,0,0,30000,0,0,"75,25,25,25,25,75,75,75",0,0,0,0,0
2110102,21,,,210001,1,2,0,1,0,9999101:10_9999102:10,"0,20",0,30000,0,0,0,0,0,0,0,0
3010101,30,,,300001,1,1,0,1,301101,0:0,0,0,30000,0,0,"57,59",0,0,0,0,0
3010201,30,,,300001,1,2,1000,2,0,301101:9,"0,1,800,1,800,1,800,1,800,1,800,1,800,1,800,1,800,1",0,30000,0,0,0,0,0,0,0,0
3010301,30,,,300001,1,3,8200,3,0,301101:20_301105:6,"0,1,700,1,700,1,700,1,700,1,700,1,700,1,700,1,700,1,700,1,700,1,700,1,700,1,700,1,700,1,700,1,700,1,700,1,700,1,700,1,700,1,700,1,700,1,700,1,700,1,700,1",0,30000,0,0,0,0,0,0,0,0
3010401,30,,,300001,1,4,26400,4,0,301101:15_301105:9,"0,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1",0,30000,0,0,0,0,0,0,0,0
3010501,30,,,300001,1,5,40800,5,0,301101:17_301105:12_301102:1,"0,1,500,1,500,1,500,1,500,1,500,1,500,1,500,1,500,1,500,1,500,1,500,1,500,1,500,1,500,1,500,1,500,1,500,1,500,1,500,1,500,1,500,1,500,1,500,1,500,1,500,1,500,1,500,1,500,1,500,1",0,30000,0,0,0,0,0,0,0,0
3010601,30,,,300001,1,6,55800,6,0,301101:19_301105:16_301102:1,"0,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1",0,30000,0,0,0,0,0,0,0,0
3010701,30,,,300001,1,7,72100,7,0,301101:21_301105:19_301102:2,"0,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1",0,30000,0,0,0,0,0,0,0,0
3010801,30,,,300001,1,8,88900,8,0,301101:23_301105:22_301102:3,"0,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1,350,1",0,30000,0,0,0,0,0,0,0,0
3010901,30,,,300001,1,9,105800,9,0,301101:22_301105:28_301102:4,"0,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1",0,30000,0,0,0,0,0,0,0,0
3011001,30,,,300001,1,10,122000,10,0,301101:22_301105:33_301102:5,"0,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1,300,1",0,30000,0,0,0,0,0,0,0,0
3020101,30,,,300002,1,1,0,1,302101,0:0,0,0,30000,0,0,"49,64",0,0,0,0,0
3020102,30,,,300002,1,2,0,1,"302101,302101,302101,302101",0:0,0,0,30000,0,0,0,"49,64,4000",0,0,0,0
3020103,30,,,300002,1,3,1000,1,0,302101:9_302105:2,"0,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1,400,1",0,30000,0,0,0,0,0,0,0,0
3020201,30,,,300002,1,4,5400,2,0,302101:17_302105:6_302104:1,"0,2,700,2,700,2,700,2,700,2,700,2,700,2,700,2,700,2,700,2,700,2,700,2",0,30000,0,0,0,0,0,0,0,0
3020301,30,,,300002,1,5,13800,3,0,302101:22_302105:9_302104:1,"0,2,680,2,680,2,680,2,680,2,680,2,680,2,680,2,680,2,680,2,680,2,680,2,680,2,680,2,680,2,680,2",0,30000,0,0,0,0,0,0,0,0
3020401,30,,,300002,1,6,24700,4,0,302101:26_302105:12_302102:1_302104:1,"0,2,660,2,660,2,660,2,660,2,660,2,660,2,660,2,660,2,660,2,660,2,660,2,660,2,660,2,660,2,660,2,660,2,660,2,660,2,660,2",0,30000,0,0,0,0,0,0,0,0
3020501,30,,,300002,1,7,37900,5,0,302101:30_302105:17_302102:2_302104:1,"0,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2,640,2",0,30000,0,0,0,0,0,0,0,0
3020601,30,,,300002,1,8,53900,6,0,302101:30_302105:25_302102:3_302104:2,"0,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2,620,2",0,30000,0,0,0,0,0,0,0,0
3020701,30,,,300002,1,9,72500,7,0,302101:32_302105:34_302102:4_302104:2,"0,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2",0,30000,0,0,0,0,0,0,0,0
3020801,30,,,300002,1,10,94100,8,0,302101:33_302105:43_302102:6_302104:2,"0,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2",0,30000,0,0,0,0,0,0,0,0
3020901,30,,,300002,1,11,119300,9,0,302101:34_302105:52_302102:8_302104:2,"0,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2",0,30000,0,0,0,0,0,0,0,0
3021001,30,,,300002,1,12,148100,10,0,302101:36_302105:59_302102:11_302104:2,"0,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2,600,2",0,30000,0,0,0,0,0,0,0,0
3030101,30,,,300003,1,1,0,1,303115,0:0,0,0,30000,0,0,"50,98",0,0,0,1,180
3030102,30,,,300003,1,2,10000,1,0,303101:8_303105:16_303102:2,"0,2,1200,2,1200,2,1200,2,1200,2,1200,2,1200,2,1200,2,1200,2,1200,2,1200,2,1200,2,1200,2",0,30000,0,0,0,0,0,0,0,0
3110101,31,,,300001,1,1,0,1,301101,0:0,0,0,30000,0,0,"57,59",0,0,0,0,0
3110201,31,,,300001,1,2,1000,2,0,301101:9,"0,1,800,1,800,1,800,1,800,1,800,1,800,1,800,1,800,1",0,30000,0,0,0,0,0,0,0,0
3110311,31,,,300001,1,3,7800,3,0,301101:22_301105:7,"0,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1,600,1",0,30000,0,0,0,0,0,0,0,0
3110401,31,,,300001,1,4,25400,4,0,301101:25_301105:10,"0,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1,450,1",0,30000,0,0,0,0,0,0,0,0
3110501,31,,,300001,1,5,40900,5,0,301101:25_301105:13_301102:2,"0,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1,330,1",0,30000,0,0,0,0,0,0,0,0
3110601,31,,,300001,1,6,54200,6,0,301101:25_301105:21_301102:4,"0,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1,255,1",0,30000,0,0,0,0,0,0,0,0
3110701,31,,,300001,1,7,66500,7,0,301101:30_301105:24_301102:6,"0,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1,225,1",0,30000,0,0,0,0,0,0,0,0
3110801,31,,,300001,1,8,79700,8,0,301101:23_301105:39_301102:8,"0,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1,188,1",0,30000,0,0,0,0,0,0,0,0
3110901,31,,,300001,1,9,92900,9,0,301101:19_301105:49_301102:12,"0,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1,165,1",0,30000,0,0,0,0,0,0,0,0
3111001,31,,,300001,1,10,106100,10,0,301101:19_301105:63_301102:18,"0,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1,152,1",0,30000,0,0,0,0,0,0,0,0
3120101,31,,,300002,1,1,0,1,302101,0:0,0,0,30000,0,0,"49,64",0,0,0,0,0
3120102,31,,,300002,1,2,0,1,"302101,302101,302101,302101",0:0,0,0,30000,0,0,0,"49,64,4000",0,0,0,0
3120103,31,,,300002,1,3,1000,1,0,302101:13_302105:2,"0,1,250,1,250,1,250,1,250,1,250,1,250,1,250,1,250,1,250,1,250,1,250,1,250,1,250,1,250,1",0,30000,0,0,0,0,0,0,0,0
3120201,31,,,300002,1,4,5300,2,0,302101:22_302105:8,"0,2,440,2,440,2,440,2,440,2,440,2,440,2,440,2,440,2,440,2,440,2,440,2,440,2,440,2,440,2",0,30000,0,0,0,0,0,0,0,0
3120311,31,,,300002,1,5,11700,3,0,302101:28_302105:12,"0,2,420,2,420,2,420,2,420,2,420,2,420,2,420,2,420,2,420,2,420,2,420,2,420,2,420,2,420,2,420,2,420,2,420,2,420,2,420,2",0,30000,0,0,0,0,0,0,0,0
3120401,31,,,300002,1,6,20100,4,0,302101:30_302105:18_302102:2,"0,2,400,2,400,2,400,2,400,2,400,2,400,2,400,2,400,2,400,2,400,2,400,2,400,2,400,2,400,2,400,2,400,2,400,2,400,2,400,2,400,2,400,2,400,2,400,2,400,2",0,30000,0,0,0,0,0,0,0,0
3120501,31,,,300002,1,7,30500,5,0,302101:30_302105:26_302102:4,"0,2,380,2,380,2,380,2,380,2,380,2,380,2,380,2,380,2,380,2,380,2,380,2,380,2,380,2,380,2,380,2,380,2,380,2,380,2,380,2,380,2,380,2,380,2,380,2,380,2,380,2,380,2,380,2,380,2,380,2",0,30000,0,0,0,0,0,0,0,0
3120601,31,,,300002,1,8,41900,6,0,302101:24_302105:44_302102:6,"0,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2,360,2",0,30000,0,0,0,0,0,0,0,0
3120701,31,,,300002,1,9,55300,7,0,302101:25_302105:57_302102:8,"0,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2,340,2",0,30000,0,0,0,0,0,0,0,0
