paipaiworld_config,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
323,101,85009,"229.090347290039,0,130.640563964844",8,0,"0,0,0","146.6958,-0.0002121997,30_144.6958,-0.0002121997,30_144.6958,-0.0002121997,28_146.6958,-0.0002121997,28",0,"1,1,1",Prefab/PuzzleMap/Prop/P_Tizi_1.prefab,,,8,0,,0,0,0,0,0,0,,,,0,,0
324,101,85010,"169.394546508789,0,162.640563964844",10,0,"0,0,0","171.3945,-0.0002121997,163.2406_167.3945,-0.0002121997,163.2406_167.3945,-0.0002121997,162.0406_171.3945,-0.0002121997,162.0406",1,"1,1,1",Prefab/PuzzleMap/Prop/P_ZhaYao_1.prefab,85011,,8,0,,0,0,0,0,0,0,,,,0,,0
325,101,85011,"167.394546508789,0,156.640563964844",11,0,"0,0,0","86,-0.0002121997,57_82,-0.0002121997,57_82,-0.0002121997,53_86,-0.0002121997,53",0,"1,1,1",Prefab/PuzzleMap/Prop/P_HuDun_1.prefab,,,8,0,,0,0,0,0,0,0,,,,0,,0
326,101,85012,"199.394546508789,0,146.640563964844",41,0,"0,0,0","201.3945,-0.0002121997,148.6406_197.3945,-0.0002121997,148.6406_197.3945,-0.0002121997,144.6406_201.3945,-0.0002121997,144.6406",1,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,85013,,8,0,,0,0,0,0,0,0,,,,0,,0
327,101,85013,"211.394546508789,0,146.640563964844",42,0,"0,0,0","212.4946,1.999758,147.7406_210.2945,1.999758,147.7406_210.2945,1.999758,145.5406_212.4946,1.999758,145.5406",1,"1,1,1",Prefab/PuzzleMap/Prop/P_HugeRock_2_Keng.prefab,,85012,8,0,,0,0,0,0,0,0,,,,0,,0
328,101,85025,"254.394546508789,0,160.640563964844",33,0,"0,0,0","257.8945,-0.0002121997,161.6406_250.8945,-0.0002121997,161.6406_250.8945,-0.0002121997,159.6406_257.8945,-0.0002121997,159.6406",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Shizhu_1.prefab,,,8,0,,0,0,0,0,0,0,,,,0,,0
329,101,85026,"254.394546508789,0,164.640563964844",34,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,85025,,8,0,,0,0,0,0,0,0,,,,0,,0
330,101,85027,"250.894546508789,0,149.640563964844",33,0,"0,90,0","251.8945,-0.0002121997,146.1406_251.8945,-0.0002121997,153.1406_249.8945,-0.0002121997,153.1406_249.8945,-0.0002121997,146.1406",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Shizhu_1.prefab,,,8,0,,0,0,0,0,0,0,,,,0,,0
331,101,85028,"257.39453125,0,149.640563964844",34,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,85027,85031,8,0,,0,0,0,0,0,0,,,,0,,0
332,101,85029,"245.643157958984,0,168.334579467773",2,5,"0,0,0",,0,"1,1,1",,,,8,,"245.64,0.00,168.33,261.14,0.00,168.33,261.14,0.00,145.15,245.64,0.00,145.15",,,,,,,,,,,,
333,101,85030,"201.610229492188,0,168.354248046875",2,7,"0,0,0",,0,"1,1,1",,,,8,,"201.61,0.00,168.35,221.35,0.00,168.35,221.35,0.00,150.62,201.61,0.00,150.62",,,,,,,,,,,,
334,101,85032,"243.394546508789,0,158.640563964844",39,0,"0,0,0","245.3945,-0.0002121997,160.6406_241.3945,-0.0002121997,160.6406_241.3945,-0.0002121997,156.6406_245.3945,-0.0002121997,156.6406",1,"1,1,1",Prefab/PuzzleMap/Prop/P_BingZhu_01.prefab,85033,,8,0,,0,0,0,0,0,0,,,,0,,0
335,101,85033,"239.394546508789,0,158.640563964844",40,0,"0,90,0","241.3945,-0.0002121997,156.6406_241.3945,-0.0002121997,160.6406_237.3945,-0.0002121997,160.6406_237.3945,-0.0002121997,156.6406",1,"1,1,1",Prefab/PuzzleMap/Prop/P_HuoPen.prefab,,85032,8,0,,0,0,0,0,0,0,,,,0,,0
336,101,85034,"247.726333618164,0,148.915390014648",15,0,"0,0,0","248.7263,-0.0002121997,149.9154_246.7263,-0.0002121997,149.9154_246.7263,-0.0002121997,147.9154_248.7263,-0.0002121997,147.9154",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Zhangai_03.prefab,,,8,0,,0,0,0,0,0,0,,,,0,,0
337,101,85035,"259.39453125,0,149.640563964844",15,0,"0,0,0","260.3945,-0.0002121997,150.6406_258.3945,-0.0002121997,150.6406_258.3945,-0.0002121997,148.6406_260.3945,-0.0002121997,148.6406",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Zhangai_03.prefab,,,8,0,,0,0,0,0,0,0,,,,0,,0
338,101,85036,"253.394546508789,0,166.640563964844",15,0,"0,0,0","254.3945,-0.0002121997,167.6406_252.3945,-0.0002121997,167.6406_252.3945,-0.0002121997,165.6406_254.3945,-0.0002121997,165.6406",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Zhangai_03.prefab,,,8,0,,0,0,0,0,0,0,,,,0,,0
339,101,85037,"252,0,156",15,0,"0,0,0","253,-0.0002121997,157_251,-0.0002121997,157_251,-0.0002121997,155_253,-0.0002121997,155",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Zhangai_03.prefab,,,8,0,,0,0,0,0,0,0,,,,0,,0
340,101,85038,"57.9393196105957,60.00311,87.3631134033203",14,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_ChuanSongZhen.prefab,0,,8,0,,0,0,0,0,0,0,,,,0,,0
341,101,94906,"42,60.00311,12",12,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,9,0,,0,0,0,0,0,0,,,,0,,0
342,101,94916,"56.9790802001953,60.00311,86.9196548461914",14,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_ChuanSongZhen.prefab,0,,9,0,,0,0,0,0,0,0,,,,0,,0
343,101,104863,"71.749885559082,0,-3.74992942810059",4,1,"0,0,0","43.25017,17.00316,7.500025_39.25017,17.00316,7.500025_39.25017,17.00316,4.500025_43.25017,17.00316,4.500025",0,"1,1,1",Prefab/PuzzleMap/Prop/P_Chest_01.prefab,,,10,0,,0,0,100001,0,0,0,,,,0,,0
344,101,104864,"184.250335693359,0,25.250186920166",4,2,"0,270,0","152.2506,18.25325,37.00014_152.2506,18.25325,33.00014_155.2506,18.25325,33.00014_155.2506,18.25325,37.00014",0,"1,1,1",Prefab/PuzzleMap/Prop/P_Chest_02.prefab,,,10,0,,0,0,100006,0,0,0,,,,0,,0
345,101,104865,"101,0,-21",4,3,"0,90,0","72.00028,18.25313,-13.25005_72.00028,18.25313,-9.250046_69.00028,18.25313,-9.250046_69.00028,18.25313,-13.25005",0,"1,1,1",Prefab/PuzzleMap/Prop/P_Chest_03.prefab,,,10,0,,0,0,100003,0,0,0,,,,0,,0
346,101,104866,"42,60.00311,12",12,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/Empty.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
347,101,104867,"265.249755859375,0,57.7495193481445",16,3,"0,90,0","265.7498,18.25325,55.74952_265.7498,18.25325,59.74952_264.7498,18.25325,59.74952_264.7498,18.25325,55.74952",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Door_01_green.prefab,104868,,10,0,,0,0,0,0,0,0,,,,0,,0
348,101,104868,"210.249755859375,0,98.7495193481445",3,3,"0,0,0","31,18.25308,111.5_29,18.25308,111.5_29,18.25308,109.5_31,18.25308,109.5",0,"1,1,1",Prefab/PuzzleMap/Prop/Key_Green.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
349,101,104869,"219.749755859375,0,92.7495193481445",55,0,"0,90,0","220.7498,18.25308,90.74952_220.7498,18.25308,94.74952_218.7498,18.25308,94.74952_218.7498,18.25308,90.74952",1,"1,1,1",Prefab/PuzzleMap/Prop/P_StoneWall_1.prefab,104870,0,10,0,,0,0,0,0,0,0,,,,0,,0
350,101,104870,"269.749755859375,0,72.7495193481445",53,0,"0,0,0","90.5,19.75319,85.5_88.5,19.75319,85.5_88.5,19.75319,83.5_90.5,19.75319,83.5",0,"1,1,1",Prefab/PuzzleMap/Prop/P_Gaotou_1.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
351,101,104871,"146.499618530273,0,53.9997863769531",4,3,"0,180,0","-35.75014,18.25308,64.25027_-31.75014,18.25308,64.25027_-31.75014,18.25308,67.25027_-35.75014,18.25308,67.25027",0,"1,1,1",Prefab/PuzzleMap/Prop/P_Chest_03.prefab,,,10,0,,0,0,100004,0,0,0,,,,0,,0
352,101,104872,"337.250396728516,0,31.2496948242188",4,4,"0,270,0","155.5006,18.24997,45.00018_155.5006,18.24997,41.00018_158.5006,18.24997,41.00018_158.5006,18.24997,45.00018",0,"1,1,1",,,,10,0,,0,0,100005,0,0,0,,,,0,,0
353,101,104873,"230.249954223633,0,50.7497711181641",54,0,"0,180,0","228.25,17.00316,49.74977_232.25,17.00316,49.74977_232.25,17.00316,51.74977_228.25,17.00316,51.74977",1,"1,1,1",Prefab/PuzzleMap/Prop/P_SoilWall_1.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
354,101,104874,"222.749755859375,0,32.749698638916",5,1,"0,90,0","223.2498,17.00316,30.7497_223.2498,17.00316,34.7497_222.2498,17.00316,34.7497_222.2498,17.00316,30.7497",1,"1,1,1",Prefab/Role/Monster/m_general_01_lv1_co01.prefab,,,10,0,,0,0,0,100201,0,0,,,,0,,0
355,101,104875,"229.249755859375,0,68.2495193481445",5,2,"0,90,0","229.7498,19.75319,66.24952_229.7498,19.75319,70.24952_228.7498,19.75319,70.24952_228.7498,19.75319,66.24952",1,"1,1,1",Prefab/Role/Monster/m_general_01_lv2_co01.prefab,,,10,0,,0,0,0,100302,0,0,,,,0,,0
356,101,104876,"215.249755859375,0,32.9997024536133",6,0,"0,0,0","36.5,16.99988,46.75018_33.5,16.99988,46.75018_33.5,16.99988,42.75018_36.5,16.99988,42.75018",0,"1,1,1",Prefab/PuzzleMap/Prop/P_Jiguan_01.prefab,,"104877,104878,104879",10,0,,0,0,0,0,0,0,,,,0,,0
357,101,104877,"247.749755859375,0,49.2495193481445",7,0,"0,0,0","249.2498,18.25308,50.24952_246.2498,18.25308,50.24952_246.2498,18.25308,48.24952_249.2498,18.25308,48.24952",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Fuqiao_01.prefab,104876,,10,0,,0,0,0,0,0,0,,,,0,,0
358,101,104878,"247.749755859375,0,47.2495193481445",7,0,"0,0,0","249.2498,18.25308,48.24952_246.2498,18.25308,48.24952_246.2498,18.25308,46.24952_249.2498,18.25308,46.24952",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Fuqiao_01.prefab,104876,,10,0,,0,0,0,0,0,0,,,,0,,0
359,101,104879,"247.749755859375,0,45.2495193481445",7,0,"0,0,0","249.2498,18.25308,46.24952_246.2498,18.25308,46.24952_246.2498,18.25308,44.24952_249.2498,18.25308,44.24952",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Fuqiao_01.prefab,104876,,10,0,,0,0,0,0,0,0,,,,0,,0
360,101,104880,"256.749755859375,0,68.2495193481445",5,3,"0,270,0","256.2498,20.24994,70.24952_256.2498,20.24994,66.24952_257.2498,20.24994,66.24952_257.2498,20.24994,70.24952",1,"1,1,1",Prefab/Role/Monster/m_general_01_lv3_co01.prefab,,,10,0,,0,0,0,100301,0,0,,,,0,,0
361,101,104881,"444.999755859375,0,-77.2504806518555",4,2,"0,0,0","266.75,0.003078586,-64_262.75,0.003078586,-64_262.75,0.003078586,-67_266.75,0.003078586,-67",0,"1,1,1",Prefab/PuzzleMap/Prop/P_Chest_02.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
362,101,104882,"440.999755859375,0,-63.2504806518555",4,2,"0,270,0","259.25,0.003078586,-49.5_259.25,0.003078586,-53.5_262.25,0.003078586,-53.5_262.25,0.003078586,-49.5",0,"1,1,1",Prefab/PuzzleMap/Prop/P_Chest_02.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
363,101,104883,"430.999755859375,0,-51.7504806518555",16,10,"0,90,0","431.4998,19.75319,-53.75048_431.4998,19.75319,-49.75048_430.4998,19.75319,-49.75048_430.4998,19.75319,-53.75048",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Door_01.prefab,0,,10,0,,0,0,0,0,0,0,,,,0,,0
364,101,104884,"345.750427246094,0,68.7498474121094",20,1,"0,0,0","167.0007,18.24997,82.00033_164.0007,18.24997,82.00033_164.0007,18.24997,79.00033_167.0007,18.24997,79.00033",0,"1,1,1",Prefab/PuzzleMap/Prop/P_Jiguan_02.prefab,104885,104886,10,0,,0,0,0,0,0,0,,,,0,,0
365,101,104885,"134.449554443359,0,-29.3905258178711",19,1,"0,0,0","-44.3002,19.74991,-16.14005_-47.3002,19.74991,-16.14005_-47.3002,19.74991,-19.14005_-44.3002,19.74991,-19.14005",0,"1,1,1",Prefab/PuzzleMap/Prop/P_StoneBall_01.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
366,101,104886,"244.999755859375,0,93.2495193481445",16,9,"0,0,0","246.9998,18.24997,93.74952_242.9998,18.24997,93.74952_242.9998,18.24997,92.74952_246.9998,18.24997,92.74952",1,"1,1,1",Prefab/PuzzleMap/Prop/P_ZhaMen_01.prefab,104884,,10,0,,0,0,0,0,0,0,,,,0,,0
367,101,104887,"424.999755859375,0,-63.2504806518555",5,4,"0,180,0","422.9998,0.003078586,-63.75048_426.9998,0.003078586,-63.75048_426.9998,0.003078586,-62.75048_422.9998,0.003078586,-62.75048",1,"1,1,1",Prefab/Role/Monster/m_general_01_lv4_co01.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
368,101,104888,"132.249557495117,0,-22.7505264282227",35,0,"0,0,0","133.2496,19.74991,-21.75053_131.2496,19.74991,-21.75053_131.2496,19.74991,-23.75053_133.2496,19.74991,-23.75053",1,"1,1,1",Prefab/PuzzleMap/Prop/P_TianPing.prefab,104890,104885,10,0,,0,0,0,0,0,0,,,,0,,0
369,101,104889,"140.249557495117,0,-26.7505264282227",36,0,"0,0,0","-39.0002,19.74991,-14.00005_-41.0002,19.74991,-14.00005_-41.0002,19.74991,-16.00005_-39.0002,19.74991,-16.00005",0,"1,1,1",Prefab/PuzzleMap/Prop/P_IronBox_1.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
370,101,104890,"140.249557495117,0,-23.7505264282227",37,0,"0,0,0","-39.0002,19.74991,-11.00005_-41.0002,19.74991,-11.00005_-41.0002,19.74991,-13.00005_-39.0002,19.74991,-13.00005",0,"1,1,1",Prefab/PuzzleMap/Prop/P_StoneBox_1.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
371,101,104891,"140.249557495117,0,-29.7505264282227",38,0,"0,0,0","-39.0002,19.74991,-17.00005_-41.0002,19.74991,-17.00005_-41.0002,19.74991,-19.00005_-39.0002,19.74991,-19.00005",0,"1,1,1",Prefab/PuzzleMap/Prop/P_WoodBox_1.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
372,101,104893,"177.249740600586,0,-11.5004806518555",4,4,"0,180,0","-5.000011,17.00316,-1.25_-1.000012,17.00316,-1.25_-1.000011,17.00316,1.75_-5.000011,17.00316,1.75",0,"1,1,1",,,,10,0,,0,0,100002,0,0,0,,,,0,,0
373,101,104894,"438.249755859375,0,-41.2504806518555",4,4,"0,270,0","256.5,0.003078586,-27.5_256.5,0.003078586,-31.5_259.5,0.003078586,-31.5_259.5,0.003078586,-27.5",0,"1,1,1",,,,10,0,,0,0,0,0,0,0,,,,0,,0
374,101,104895,"428.249755859375,0,-41.2504806518555",5,1,"0,90,0","428.7498,0.003078586,-43.25048_428.7498,0.003078586,-39.25048_427.7498,0.003078586,-39.25048_427.7498,0.003078586,-43.25048",1,"1,1,1",Prefab/Role/Monster/m_general_01_lv1_co01.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
375,101,104896,"414.999755859375,0,-57.2504806518555",4,2,"0,0,0","236.75,0.003078586,-44_232.75,0.003078586,-44_232.75,0.003078586,-47_236.75,0.003078586,-47",0,"1,1,1",Prefab/PuzzleMap/Prop/P_Chest_02.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
376,101,104897,"424.249755859375,0,-39.2504806518555",48,0,"0,34.9999885559082,0","246.3759,0.003078586,-26.72206_243.9184,0.003078586,-25.00133_241.6241,0.003078586,-28.27794_244.0816,0.003078586,-29.99867",0,"1,1,1",Prefab/PuzzleMap/Prop/P_DaPao_1.prefab,104899,104898,10,0,,0,0,0,0,0,0,,,,0,,0
377,101,104898,"432.249755859375,0,-29.2504806518555",49,0,"0,0,0","434.2498,0.003078586,-28.25048_430.2498,0.003078586,-28.25048_430.2498,0.003078586,-30.25048_434.2498,0.003078586,-30.25048",1,"1,1,1",Prefab/PuzzleMap/Prop/P_ShiKuai_A.prefab,104897,,10,0,,0,0,0,0,0,0,,,,0,,0
378,101,104899,"442.249755859375,0,-23.2504806518555",50,0,"0,0,0","263,0.003078586,-10.5_261,0.003078586,-10.5_261,0.003078586,-12.5_263,0.003078586,-12.5",0,"1,1,1",Prefab/PuzzleMap/Prop/P_PaoDan_1.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
379,101,104900,"424.249755859375,0,-35.2504806518555",10,0,"0,0,0","426.2498,0.003078586,-34.65048_422.2498,0.003078586,-34.65048_422.2498,0.003078586,-35.85048_426.2498,0.003078586,-35.85048",1,"1,1,1",Prefab/PuzzleMap/Prop/P_ZhaYao_1.prefab,0,,10,0,,0,0,0,0,0,0,,,,0,,0
380,101,104901,"439.249755859375,0,-36.2504806518555",11,0,"0,0,0","261,0.003078586,-22.5_257,0.003078586,-22.5_257,0.003078586,-26.5_261,0.003078586,-26.5",0,"1,1,1",Prefab/PuzzleMap/Prop/P_HuDun_1.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
381,101,104902,"442.249755859375,0,-32.2504806518555",43,0,"0,270,0","440.2498,0.003078586,-27.25048_440.2498,0.003078586,-33.25048_444.2498,0.003078586,-33.25048_444.2498,0.003078586,-27.25048",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Diaoqiao_01.prefab,104903,,10,0,,0,0,0,0,0,0,,,,0,,0
382,101,104903,"419.249755859375,0,-36.2504806518555",44,0,"0,0,0","240,0.003078586,-23.5_238,0.003078586,-23.5_238,0.003078586,-25.5_240,0.003078586,-25.5",0,"1,1,1",Prefab/PuzzleMap/Prop/P_huoba_1.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
383,101,104904,"437.249755859375,0,-27.2504806518555",4,3,"0,90,0","258.5,0.003078586,-17.5_258.5,0.003078586,-13.5_255.5,0.003078586,-13.5_255.5,0.003078586,-17.5",0,"1,1,1",Prefab/PuzzleMap/Prop/P_Chest_03.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
384,101,104905,"434.249755859375,0,-17.2504806518555",16,3,"0,0,0","436.2498,0.003078586,-16.75048_432.2498,0.003078586,-16.75048_432.2498,0.003078586,-17.75048_436.2498,0.003078586,-17.75048",1,"1,1,1",Prefab/PuzzleMap/Prop/P_Door_01_green.prefab,104906,,10,0,,0,0,0,0,0,0,,,,0,,0
385,101,104906,"400.249755859375,0,-24.2504806518555",3,3,"0,0,0","221,0.003078586,-11.5_219,0.003078586,-11.5_219,0.003078586,-13.5_221,0.003078586,-13.5",0,"1,1,1",Prefab/PuzzleMap/Prop/Key_Green.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
386,101,104907,"419.249755859375,0,-22.2504806518555",23,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_CSshiban_1.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
387,101,104908,"419.249755859375,0,-22.2504806518555",24,0,"0,0,0","420.7498,0.003078586,-20.75048_417.7498,0.003078586,-20.75048_417.7498,0.003078586,-23.75048_420.7498,0.003078586,-23.75048",1,"1,1,1",Prefab/PuzzleMap/Prop/P_CSzhangai_1.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
388,101,104910,"420.249755859375,0,-31.2504806518555",5,1,"0,90,0","420.7498,0.003078586,-33.25048_420.7498,0.003078586,-29.25048_419.7498,0.003078586,-29.25048_419.7498,0.003078586,-33.25048",1,"1,1,1",Prefab/Role/Monster/m_general_01_lv1_co01.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
389,101,104911,"434.249755859375,0,-23.2504806518555",4,3,"0,270,0","252.5,0.003078586,-9.5_252.5,0.003078586,-13.5_255.5,0.003078586,-13.5_255.5,0.003078586,-9.5",0,"1,1,1",Prefab/PuzzleMap/Prop/P_Chest_03.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
390,101,104912,"409.249755859375,0,-33.2504806518555",25,0,"0,0,0","410.7498,0.003078586,-31.75048_407.7498,0.003078586,-31.75048_407.7498,0.003078586,-34.75048_410.7498,0.003078586,-34.75048",1,"1,1,1",Prefab/PuzzleMap/Prop/P_DianJu.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
391,101,104913,"412.249755859375,0,-36.2504806518555",5,2,"0,180,0","410.2498,0.003078586,-36.75048_414.2498,0.003078586,-36.75048_414.2498,0.003078586,-35.75048_410.2498,0.003078586,-35.75048",1,"1,1,1",Prefab/Role/Monster/m_general_01_lv2_co01.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
392,101,104914,"412.249755859375,0,-15.2504806518555",4,1,"0,180,0","230,0.003078586,-5_234,0.003078586,-5_234,0.003078586,-2_230,0.003078586,-2",0,"1,1,1",Prefab/PuzzleMap/Prop/P_Chest_01.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
393,101,104915,"416.249755859375,0,-32.2504806518555",4,2,"0,90,0","237.5,0.003078586,-22.5_237.5,0.003078586,-18.5_234.5,0.003078586,-18.5_234.5,0.003078586,-22.5",0,"1,1,1",Prefab/PuzzleMap/Prop/P_Chest_02.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
394,101,104916,"402.249755859375,0,-25.2504806518555",16,8,"0,90,0","402.7498,0.003078586,-27.25048_402.7498,0.003078586,-23.25048_401.7498,0.003078586,-23.25048_401.7498,0.003078586,-27.25048",1,"1,1,1",Prefab/PuzzleMap/Prop/P_ZhaMen_01.prefab,"104917,104919",,10,0,,0,0,0,0,0,0,,,,0,,0
395,101,104917,"415.249755859375,0,-20.2504806518555",52,2,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_Box_DiKuai_Fire.prefab,104918,104916,10,0,,0,0,0,0,0,0,,,,0,,0
396,101,104918,"407.249755859375,0,-26.2504806518555",51,2,"0,0,0","408.2498,0.003078586,-25.25048_406.2498,0.003078586,-25.25048_406.2498,0.003078586,-27.25048_408.2498,0.003078586,-27.25048",1,"1,1,1",Prefab/PuzzleMap/Prop/P_PushBox_3.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
397,101,104919,"403.249755859375,0,-28.2504806518555",52,4,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_Box_DiKuai_Ice.prefab,104920,104916,10,0,,0,0,0,0,0,0,,,,0,,0
398,101,104920,"411.249755859375,0,-22.2504806518555",51,4,"0,0,0","412.2498,0.003078586,-21.25048_410.2498,0.003078586,-21.25048_410.2498,0.003078586,-23.25048_412.2498,0.003078586,-23.25048",1,"1,1,1",Prefab/PuzzleMap/Prop/P_PushBox_2.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
399,101,104921,"409.249755859375,0,-24.2504806518555",56,1,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_Zhangai_b.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
400,101,104922,"403.249755859375,0,-30.2504806518555",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
401,101,104923,"405.249755859375,0,-30.2504806518555",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
402,101,104924,"407.249755859375,0,-30.2504806518555",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
403,101,104925,"409.249755859375,0,-30.2504806518555",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
404,101,104926,"411.249755859375,0,-30.2504806518555",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
405,101,104927,"413.249755859375,0,-30.2504806518555",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
406,101,104930,"415.249755859375,0,-26.2504806518555",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
407,101,104931,"415.249755859375,0,-24.2504806518555",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
408,101,104932,"415.249755859375,0,-22.2504806518555",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
409,101,104933,"403.249755859375,0,-26.2504806518555",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
410,101,104934,"415.249755859375,0,-18.2504806518555",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
411,101,104935,"413.249755859375,0,-18.2504806518555",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
412,101,104936,"411.249755859375,0,-18.2504806518555",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
413,101,104937,"409.249755859375,0,-18.2504806518555",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
414,101,104938,"407.249755859375,0,-18.2504806518555",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
415,101,104939,"405.249755859375,0,-18.2504806518555",56,0,"0,0,0",,0,"1,1,1",Prefab/PuzzleMap/Prop/P_DiKuai_Jia.prefab,,,10,0,,0,0,0,0,0,0,,,,0,,0
