paipaiworld_config,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
10030006,1003,6,1:100_2:100_3:100_4:100_5:100_11:10000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030007,1003,7,1:100_2:100_3:100_4:100_5:100_11:10000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030008,1003,8,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030009,1003,9,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030010,1003,10,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030011,1003,11,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030012,1003,12,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030013,1003,13,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030014,1003,14,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030015,1003,15,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030016,1003,16,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030017,1003,17,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030018,1003,18,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030019,1003,19,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030020,1003,20,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030021,1003,21,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030022,1003,22,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030023,1003,23,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030024,1003,24,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030025,1003,25,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030026,1003,26,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030027,1003,27,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030028,1003,28,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030029,1003,29,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030030,1003,30,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030031,1003,31,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030032,1003,32,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030033,1003,33,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030034,1003,34,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030035,1003,35,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030036,1003,36,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030037,1003,37,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030038,1003,38,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030039,1003,39,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10030040,1003,40,1:100_2:100_3:100_4:100_5:100_11:10000_12:100000,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100,1:100_2:100_3:100_4:100_5:100
10040002,1004,2,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040003,1004,3,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040004,1004,4,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040005,1004,5,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040006,1004,6,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040007,1004,7,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040008,1004,8,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040009,1004,9,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040010,1004,10,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040011,1004,11,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040012,1004,12,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040013,1004,13,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040014,1004,14,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040015,1004,15,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040016,1004,16,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040017,1004,17,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040018,1004,18,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040019,1004,19,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040020,1004,20,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040021,1004,21,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040022,1004,22,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040023,1004,23,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040024,1004,24,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040025,1004,25,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040026,1004,26,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040027,1004,27,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040028,1004,28,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040029,1004,29,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040030,1004,30,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040031,1004,31,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040032,1004,32,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040033,1004,33,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040034,1004,34,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040035,1004,35,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040036,1004,36,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040037,1004,37,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040038,1004,38,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040039,1004,39,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
10040040,1004,40,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200,1:100_2:100_3:100_4:100_5:100_11:200_12:200
1010002,101,2,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100
1010003,101,3,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100
1010004,101,4,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100
1010005,101,5,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100
1010006,101,6,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100
1010007,101,7,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100
1010008,101,8,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100
1010009,101,9,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100
1010010,101,10,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100
1010011,101,11,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100
1010012,101,12,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100
1010013,101,13,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100
1010014,101,14,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100
1010015,101,15,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100
1010016,101,16,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100
1010017,101,17,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100,201:100_202:100_203:100_204:100_205:100
