paipaiworld_config,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
174,防御+全抗,1:10_3:10_6:10,1:100,1001211:1,1:100,10291:100,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:10,1:10_2:10_3:10_4:10_5:10,1001811:1_3001811:2
175,防御+技能cd,1:10_3:10_6:10,1:100,1001211:1,1:100,10292:100,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:10,1:10_2:10_3:10_4:10_5:10,1001811:1_3001811:2
176,防御+血瓶cd,1:10_3:10_6:10,1:100,1001211:1,1:100,10293:100,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:10,1:10_2:10_3:10_4:10_5:10,1001811:1_3001811:2
177,防御+全抗+技能cd,1:10_3:10_6:10,1:100,1001211:1,2:100,10294:100,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:10,1:10_2:10_3:10_4:10_5:10,1001811:1_3001811:2
178,防御+全抗+血瓶cd,1:10_3:10_6:10,1:100,1001211:1,2:100,10295:100,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:10,1:10_2:10_3:10_4:10_5:10,1001811:1_3001811:2
179,防御+技能cd+血瓶cd,1:10_3:10_6:10,1:100,1001211:1,2:100,10296:100,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:10,1:10_2:10_3:10_4:10_5:10,1001811:1_3001811:2
180,防御+全抗+技能cd+血瓶cd,1:10_3:10_6:10,1:100,1001211:1,3:100,10297:100,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:10,1:10_2:10_3:10_4:10_5:10,1001811:1_3001811:2
201,技能炎击+1,1:10_3:10_6:10,1:100,1001111:1,1:100,10301:100,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:10,1:10_2:10_3:10_4:10_5:10,1001811:1_3001811:2
202,技能炎击+2,1:10_3:10_6:10,1:100,1001111:1,1:100,10302:100,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:10,1:10_2:10_3:10_4:10_5:10,1001811:1_3001811:2
203,血拼次数1~2,1:10_3:10_6:10,1:100,1001111:1,1:100,10303:100,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:10,1:10_2:10_3:10_4:10_5:10,1001811:1_3001811:2
204,死亡后复活,1:10_3:10_6:10,1:100,1001111:1,1:100,10304:100,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:10,1:10_2:10_3:10_4:10_5:10,1001811:1_3001811:2
205,反震万分比,1:10_3:10_6:10,1:100,1001111:1,1:100,10305:100,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:10,1:10_2:10_3:10_4:10_5:10,1001811:1_3001811:2
206,攻防血装备,1:10_3:10_6:10,3:100,10306:100_10307:100_10308:100,0:0,0:0,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:10,1:10_2:10_3:10_4:10_5:10,1001811:1_3001811:2
207,怒气效率,1:10_3:10_6:10,1:100,1001111:1,1:100,10309:100,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:10,1:10_2:10_3:10_4:10_5:10,1001811:1_3001811:2
211,重击+1,1:10_3:10_6:10,1:100,1001111:1,1:100,10311:100,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:10,1:10_2:10_3:10_4:10_5:10,1001811:1_3001811:2
212,重击+2,1:10_3:10_6:10,1:100,1001111:1,1:100,10312:100,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:10,1:10_2:10_3:10_4:10_5:10,1001811:1_3001811:2
213,疾风乱舞+1,1:10_3:10_6:10,1:100,1001111:1,1:100,10313:100,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:10,1:10_2:10_3:10_4:10_5:10,1001811:1_3001811:2
214,疾风乱舞+2,1:10_3:10_6:10,1:100,1001111:1,1:100,10314:100,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:10,1:10_2:10_3:10_4:10_5:10,1001811:1_3001811:2
215,大治愈术+1,1:10_3:10_6:10,1:100,1001111:1,1:100,10315:100,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:10,1:10_2:10_3:10_4:10_5:10,1001811:1_3001811:2
216,大治愈术+2,1:10_3:10_6:10,1:100,1001111:1,1:100,10316:100,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:10,1:10_2:10_3:10_4:10_5:10,1001811:1_3001811:2
217,战意觉醒+1,1:10_3:10_6:10,1:100,1001111:1,1:100,10317:100,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:10,1:10_2:10_3:10_4:10_5:10,1001811:1_3001811:2
218,战意觉醒+2,1:10_3:10_6:10,1:100,1001111:1,1:100,10318:100,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:10,1:10_2:10_3:10_4:10_5:10,1001811:1_3001811:2
219,武器，火属性，拳头测试（尚石磊,4:10,3:100,1001111:1_100171:2_111141:3,1:100,10101:100,0:0,0:0,101:100,0:0,0:100_1:10_2:10_3:10_4:10_5:10,1:10_2:10_3:10_4:10_5:10,1001811:1_3001811:2
20001,攻击——攻击固定值和,1:10_3:10_6:10,1:100,1001112:1,1:100,20001:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:10,1:10_2:10_3:10_4:10_5:10,1001811:1_3001811:2
20002,攻击——攻击提高和，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20002:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:11,1:10_2:10_3:10_4:10_5:11,1001811:1_3001811:3
20003,防御——防御固定值,1:10_3:10_6:10,1:100,1001112:1,1:100,20003:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:12,1:10_2:10_3:10_4:10_5:12,1001811:1_3001811:4
20004,防御——防御提高和，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20004:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:13,1:10_2:10_3:10_4:10_5:13,1001811:1_3001811:5
20005,攻击伤害——伤害提高和，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20005:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:14,1:10_2:10_3:10_4:10_5:14,1001811:1_3001811:6
20006,受到伤害——目标受到伤害提高和，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20006:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:15,1:10_2:10_3:10_4:10_5:15,1001811:1_3001811:7
20007,额外伤害——额外伤害固定值和,1:10_3:10_6:10,1:100,1001112:1,1:100,20007:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:16,1:10_2:10_3:10_4:10_5:16,1001811:1_3001811:8
20008,受到额外伤害——目标额外受伤固定值和,1:10_3:10_6:10,1:100,1001112:1,1:100,20008:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:17,1:10_2:10_3:10_4:10_5:17,1001811:1_3001811:9
20009,伤害总加成——伤害总加成，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20009:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:18,1:10_2:10_3:10_4:10_5:18,1001811:1_3001811:10
20010,受到伤害总加成——目标受伤总加成，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20010:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:19,1:10_2:10_3:10_4:10_5:19,1001811:1_3001811:11
20011,攻击速度——攻击速度,1:10_3:10_6:10,1:100,1001112:1,1:100,20011:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:20,1:10_2:10_3:10_4:10_5:20,1001811:1_3001811:12
20012,攻击范围——攻击距离，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20012:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:21,1:10_2:10_3:10_4:10_5:21,1001811:1_3001811:13
20013,击中怪物回血——击中怪物回血,1:10_3:10_6:10,1:100,1001112:1,1:100,20013:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:22,1:10_2:10_3:10_4:10_5:22,1001811:1_3001811:14
20014,击中回血效果——击中回血效果提高%,1:10_3:10_6:10,1:100,1001112:1,1:100,20014:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:23,1:10_2:10_3:10_4:10_5:23,1001811:1_3001811:15
20015,暴击几率——暴击几率和，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20015:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:24,1:10_2:10_3:10_4:10_5:24,1001811:1_3001811:16
20016,暴击伤害——暴击伤害和，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20016:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:25,1:10_2:10_3:10_4:10_5:25,1001811:1_3001811:17
20017,移动速度——移动速度，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20017:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:26,1:10_2:10_3:10_4:10_5:26,1001811:1_3001811:18
20018,攻击数量——攻击目标的个数,1:10_3:10_6:10,1:100,1001112:1,1:100,20018:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:27,1:10_2:10_3:10_4:10_5:27,1001811:1_3001811:19
20019,持续伤害提高——无元素持续伤害提高，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20019:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:28,1:10_2:10_3:10_4:10_5:28,1001811:1_3001811:20
20020,受到持续伤害提高——受到无元素持续伤害提高，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20020:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:29,1:10_2:10_3:10_4:10_5:29,1001811:1_3001811:21
20021,额外持续伤害——额外无元素持续伤害，固定值,1:10_3:10_6:10,1:100,1001112:1,1:100,20021:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:30,1:10_2:10_3:10_4:10_5:30,1001811:1_3001811:22
20022,受到额外持续伤害——受到额外无元素持续伤害，固定值,1:10_3:10_6:10,1:100,1001112:1,1:100,20022:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:31,1:10_2:10_3:10_4:10_5:31,1001811:1_3001811:23
20023,攻击附加冰元素——标记属性，有这个id表示攻击要额外计算冰属性公式,1:10_3:10_6:10,1:100,1001112:1,1:100,20023:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:32,1:10_2:10_3:10_4:10_5:32,1001811:1_3001811:24
20024,攻击附加冰元素系数——冰元素的转换系数，实现方式为：攻击附带额外冰元素攻击，附带的冰攻=角色攻击*冰元素系数,1:10_3:10_6:10,1:100,1001112:1,1:100,20024:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:33,1:10_2:10_3:10_4:10_5:33,1001811:1_3001811:25
20025,冰元素攻击——冰攻击固定值和,1:10_3:10_6:10,1:100,1001112:1,1:100,20025:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:34,1:10_2:10_3:10_4:10_5:34,1001811:1_3001811:26
20026,冰元素攻击——冰攻击提高和，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20026:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:35,1:10_2:10_3:10_4:10_5:35,1001811:1_3001811:27
20027,冰元素伤害——冰伤害提高和，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20027:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:36,1:10_2:10_3:10_4:10_5:36,1001811:1_3001811:28
20028,受到冰元素伤害——目标受到冰伤害提高和，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20028:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:37,1:10_2:10_3:10_4:10_5:37,1001811:1_3001811:29
20029,额外冰伤害——额外冰伤害固定值和,1:10_3:10_6:10,1:100,1001112:1,1:100,20029:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:38,1:10_2:10_3:10_4:10_5:38,1001811:1_3001811:30
20030,受到额外冰伤害——目标额外受冰伤害固定值和,1:10_3:10_6:10,1:100,1001112:1,1:100,20030:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:39,1:10_2:10_3:10_4:10_5:39,1001811:1_3001811:31
20031,冰持续伤害提高——冰元素持续伤害提高，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20031:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:40,1:10_2:10_3:10_4:10_5:40,1001811:1_3001811:32
20032,受到冰持续伤害提高——受到冰元素持续伤害提高，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20032:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:41,1:10_2:10_3:10_4:10_5:41,1001811:1_3001811:33
20033,额外冰持续伤害固定值——额外冰元素持续伤害，固定值,1:10_3:10_6:10,1:100,1001112:1,1:100,20033:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:42,1:10_2:10_3:10_4:10_5:42,1001811:1_3001811:34
20034,受到额外冰持续伤害固定值——受到额外冰元素持续伤害，固定值,1:10_3:10_6:10,1:100,1001112:1,1:100,20034:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:43,1:10_2:10_3:10_4:10_5:43,1001811:1_3001811:35
20035,攻击附加火元素——标记属性，有这个id表示攻击要额外计算火属性公式,1:10_3:10_6:10,1:100,1001112:1,1:100,20035:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:44,1:10_2:10_3:10_4:10_5:44,1001811:1_3001811:36
20036,攻击附加火元素系数——火元素的转换系数，实现方式为：攻击附带额外火元素攻击，附带的火攻=角色攻击*火元素系数,1:10_3:10_6:10,1:100,1001112:1,1:100,20036:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:45,1:10_2:10_3:10_4:10_5:45,1001811:1_3001811:37
20037,火元素攻击——火攻击固定值和,1:10_3:10_6:10,1:100,1001112:1,1:100,20037:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:46,1:10_2:10_3:10_4:10_5:46,1001811:1_3001811:38
20038,火元素攻击——火攻击提高和，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20038:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:47,1:10_2:10_3:10_4:10_5:47,1001811:1_3001811:39
20039,火元素伤害——火伤害提高和，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20039:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:48,1:10_2:10_3:10_4:10_5:48,1001811:1_3001811:40
20040,受到火元素伤害——目标受到火伤害提高和，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20040:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:49,1:10_2:10_3:10_4:10_5:49,1001811:1_3001811:41
20041,额外火伤害——额外火伤害固定值和,1:10_3:10_6:10,1:100,1001112:1,1:100,20041:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:50,1:10_2:10_3:10_4:10_5:50,1001811:1_3001811:42
20042,受到额外火伤害——目标额外受火伤害固定值和,1:10_3:10_6:10,1:100,1001112:1,1:100,20042:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:51,1:10_2:10_3:10_4:10_5:51,1001811:1_3001811:43
20043,火持续伤害提高——火元素持续伤害提高，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20043:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:52,1:10_2:10_3:10_4:10_5:52,1001811:1_3001811:44
20044,受到火持续伤害提高——受到火元素持续伤害提高，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20044:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:53,1:10_2:10_3:10_4:10_5:53,1001811:1_3001811:45
20045,额外火持续伤害固定值——额外火元素持续伤害，固定值,1:10_3:10_6:10,1:100,1001112:1,1:100,20045:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:54,1:10_2:10_3:10_4:10_5:54,1001811:1_3001811:46
20046,受到额外火持续伤害固定值——受到额外火元素持续伤害，固定值,1:10_3:10_6:10,1:100,1001112:1,1:100,20046:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:55,1:10_2:10_3:10_4:10_5:55,1001811:1_3001811:47
20047,攻击附加电元素——标记属性，有这个id表示攻击要额外计算电属性公式,1:10_3:10_6:10,1:100,1001112:1,1:100,20047:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:56,1:10_2:10_3:10_4:10_5:56,1001811:1_3001811:48
20048,攻击附加电元素系数——电元素的转换系数，实现方式为：攻击附带额外电元素攻击，附带的电攻=角色攻击*电元素系数,1:10_3:10_6:10,1:100,1001112:1,1:100,20048:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:57,1:10_2:10_3:10_4:10_5:57,1001811:1_3001811:49
20049,电元素攻击——电攻击固定值和,1:10_3:10_6:10,1:100,1001112:1,1:100,20049:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:58,1:10_2:10_3:10_4:10_5:58,1001811:1_3001811:50
20050,电元素攻击——电攻击提高和，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20050:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:59,1:10_2:10_3:10_4:10_5:59,1001811:1_3001811:51
20051,电元素伤害——电伤害提高和，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20051:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:60,1:10_2:10_3:10_4:10_5:60,1001811:1_3001811:52
20052,受到电元素伤害——目标受到电伤害提高和，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20052:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:61,1:10_2:10_3:10_4:10_5:61,1001811:1_3001811:53
20053,额外电伤害——额外电伤害固定值和,1:10_3:10_6:10,1:100,1001112:1,1:100,20053:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:62,1:10_2:10_3:10_4:10_5:62,1001811:1_3001811:54
20054,受到额外电伤害——目标额外受电伤害固定值和,1:10_3:10_6:10,1:100,1001112:1,1:100,20054:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:63,1:10_2:10_3:10_4:10_5:63,1001811:1_3001811:55
20055,电持续伤害提高——电元素持续伤害提高，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20055:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:64,1:10_2:10_3:10_4:10_5:64,1001811:1_3001811:56
20056,受到电持续伤害提高——受到电元素持续伤害提高，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20056:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:65,1:10_2:10_3:10_4:10_5:65,1001811:1_3001811:57
20057,额外电持续伤害固定值——额外电元素持续伤害，固定值,1:10_3:10_6:10,1:100,1001112:1,1:100,20057:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:66,1:10_2:10_3:10_4:10_5:66,1001811:1_3001811:58
20058,受到额外电持续伤害固定值——受到额外电元素持续伤害，固定值,1:10_3:10_6:10,1:100,1001112:1,1:100,20058:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:67,1:10_2:10_3:10_4:10_5:67,1001811:1_3001811:59
20059,攻击附加毒元素——标记属性，有这个id表示攻击要额外计算毒属性公式,1:10_3:10_6:10,1:100,1001112:1,1:100,20059:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:68,1:10_2:10_3:10_4:10_5:68,1001811:1_3001811:60
20060,攻击附加毒元素系数——毒元素的转换系数，实现方式为：攻击附带额外毒元素攻击，附带的毒攻=角色攻击*毒元素系数,1:10_3:10_6:10,1:100,1001112:1,1:100,20060:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:69,1:10_2:10_3:10_4:10_5:69,1001811:1_3001811:61
20061,毒元素攻击——毒攻击固定值和,1:10_3:10_6:10,1:100,1001112:1,1:100,20061:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:70,1:10_2:10_3:10_4:10_5:70,1001811:1_3001811:62
20062,毒元素攻击——毒攻击提高和，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20062:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:71,1:10_2:10_3:10_4:10_5:71,1001811:1_3001811:63
20063,毒元素伤害——毒伤害提高和，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20063:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:72,1:10_2:10_3:10_4:10_5:72,1001811:1_3001811:64
20064,受到毒元素伤害——目标受到毒伤害提高和，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20064:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:73,1:10_2:10_3:10_4:10_5:73,1001811:1_3001811:65
20065,额外毒伤害——额外毒伤害固定值和,1:10_3:10_6:10,1:100,1001112:1,1:100,20065:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:74,1:10_2:10_3:10_4:10_5:74,1001811:1_3001811:66
20066,受到额外毒伤害——目标额外受毒伤害固定值和,1:10_3:10_6:10,1:100,1001112:1,1:100,20066:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:75,1:10_2:10_3:10_4:10_5:75,1001811:1_3001811:67
20067,毒持续伤害提高——毒元素持续伤害提高，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20067:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:76,1:10_2:10_3:10_4:10_5:76,1001811:1_3001811:68
20068,受到毒持续伤害提高——受到毒元素持续伤害提高，万分比,1:10_3:10_6:10,1:100,1001112:1,1:100,20068:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:77,1:10_2:10_3:10_4:10_5:77,1001811:1_3001811:69
20069,额外毒持续伤害固定值——额外毒元素持续伤害，固定值,1:10_3:10_6:10,1:100,1001112:1,1:100,20069:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:78,1:10_2:10_3:10_4:10_5:78,1001811:1_3001811:70
20070,受到额外毒持续伤害固定值——受到额外毒元素持续伤害，固定值,1:10_3:10_6:10,1:100,1001112:1,1:100,20070:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:79,1:10_2:10_3:10_4:10_5:79,1001811:1_3001811:71
20071,防御——防御提高%,1:10_3:10_6:10,1:100,1001112:1,1:100,20071:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:80,1:10_2:10_3:10_4:10_5:80,1001811:1_3001811:72
20072,防御——防御提高,1:10_3:10_6:10,1:100,1001112:1,1:100,20072:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:81,1:10_2:10_3:10_4:10_5:81,1001811:1_3001811:73
20073,生命上限——生命值上限提高%,1:10_3:10_6:10,1:100,1001112:1,1:100,20073:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:82,1:10_2:10_3:10_4:10_5:82,1001811:1_3001811:74
20074,生命上限——生命值上限提高,1:10_3:10_6:10,1:100,1001112:1,1:100,20074:1,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:83,1:10_2:10_3:10_4:10_5:83,1001811:1_3001811:75
220,武器，冰弹,4:10,3:100,1001111:1_100171:2_111141:3,1:100,10319:100,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:10,1:10_2:10_3:10_4:10_5:10,1001811:1_3001811:2
221,武器，陨石,4:10,3:100,1001111:1_100171:2_111141:3,1:100,10320:100,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:10,1:10_2:10_3:10_4:10_5:10,1001811:1_3001811:2
222,武器，雷电,4:10,3:100,1001111:1_100171:2_111141:3,1:100,10321:100,0:0,0:0,0:0,0:0,0:100_1:10_2:10_3:10_4:10_5:10,1:10_2:10_3:10_4:10_5:10,1001811:1_3001811:2
