paipaiworld_config,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
620002,62,2,7402:0_8402:0_9402:0_10193:3000_10196:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,冰属性攻击有几率冰冻目标并造成20%冰伤害
620004,62,4,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,受到所有伤害降低30%
620006,62,6,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10112:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,冰伤害增加40%
620008,62,8,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10112:1000_10198:0_10202:0_10187:2000_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,攻击产生溅射伤害，对周围所有目标造成60%冰伤害
630002,63,2,7402:0_8402:0_9402:0_10194:3000_10196:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,电属性攻击有几率麻痹目标并造成20%电伤害
630004,63,4,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,吸收30%受到的伤害
630006,63,6,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10113:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,电伤害增加40%
630008,63,8,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10113:1000_10197:0_10200:0_10188:2000_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,攻击产生连锁闪电，对周围所有目标造成60%电伤害
640002,64,2,7402:0_8402:0_9402:0_10195:3000_10196:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,毒属性攻击有几率使目标中毒并造成20%毒伤害
640004,64,4,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,受到伤害的15%转化为自身生命值
640006,64,6,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10114:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,毒伤害增加40%
640008,64,8,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10114:1000_10204:0_10203:0_10189:2000_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,中毒的敌人会把毒素传染给周围所有敌人，造成60%毒伤害
710002,71,2,7402:0_8402:0_9402:0_10192:3000_10196:1000_10199:0_10201:0_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,火属性攻击有几率燃烧目标并造成20%火伤害
710004,71,4,7402:0_8402:0_9402:0_10192:3000_10196:1000_10184:1000_10199:0_10201:0_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,防御效果提升30%
710006,71,6,7402:0_8402:0_9402:0_10192:3000_10196:1000_10184:1000_10111:1000_10199:0_10201:0_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,火伤害增加40%
710008,71,8,7402:0_8402:0_9402:0_10192:3000_10196:1000_10184:1000_10111:1000_10199:0_10201:0_10186:2000_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,攻击产生爆炸伤害，对周围所有目标造成60%火伤害
720002,72,2,7402:0_8402:0_9402:0_10193:3000_10196:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,冰属性攻击有几率冰冻目标并造成20%冰伤害
720004,72,4,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,受到所有伤害降低30%
720006,72,6,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10112:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,冰伤害增加40%
720008,72,8,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10112:1000_10198:0_10202:0_10187:2000_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,攻击产生溅射伤害，对周围所有目标造成60%冰伤害
730002,73,2,7402:0_8402:0_9402:0_10194:3000_10196:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,电属性攻击有几率麻痹目标并造成20%电伤害
730004,73,4,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,吸收30%受到的伤害
730006,73,6,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10113:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,电伤害增加40%
730008,73,8,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10113:1000_10197:0_10200:0_10188:2000_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,攻击产生连锁闪电，对周围所有目标造成60%电伤害
740002,74,2,7402:0_8402:0_9402:0_10195:3000_10196:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,毒属性攻击有几率使目标中毒并造成20%毒伤害
740004,74,4,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,受到伤害的15%转化为自身生命值
740006,74,6,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10114:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,毒伤害增加40%
740008,74,8,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10114:1000_10204:0_10203:0_10189:2000_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,中毒的敌人会把毒素传染给周围所有敌人，造成60%毒伤害
810002,81,2,7402:0_8402:0_9402:0_10192:3000_10196:1000_10199:0_10201:0_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,火属性攻击有几率燃烧目标并造成20%火伤害
810004,81,4,7402:0_8402:0_9402:0_10192:3000_10196:1000_10184:1000_10199:0_10201:0_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,防御效果提升30%
810006,81,6,7402:0_8402:0_9402:0_10192:3000_10196:1000_10184:1000_10111:1000_10199:0_10201:0_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,火伤害增加40%
810008,81,8,7402:0_8402:0_9402:0_10192:3000_10196:1000_10184:1000_10111:1000_10199:0_10201:0_10186:2000_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,攻击产生爆炸伤害，对周围所有目标造成60%火伤害
820002,82,2,7402:0_8402:0_9402:0_10193:3000_10196:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,冰属性攻击有几率冰冻目标并造成20%冰伤害
820004,82,4,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,受到所有伤害降低30%
820006,82,6,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10112:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,冰伤害增加40%
820008,82,8,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10112:1000_10198:0_10202:0_10187:2000_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,攻击产生溅射伤害，对周围所有目标造成60%冰伤害
830002,83,2,7402:0_8402:0_9402:0_10194:3000_10196:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,电属性攻击有几率麻痹目标并造成20%电伤害
830004,83,4,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,吸收30%受到的伤害
830006,83,6,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10113:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,电伤害增加40%
830008,83,8,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10113:1000_10197:0_10200:0_10188:2000_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,攻击产生连锁闪电，对周围所有目标造成60%电伤害
840002,84,2,7402:0_8402:0_9402:0_10195:3000_10196:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,毒属性攻击有几率使目标中毒并造成20%毒伤害
840004,84,4,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,受到伤害的15%转化为自身生命值
840006,84,6,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10114:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,毒伤害增加40%
840008,84,8,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10114:1000_10204:0_10203:0_10189:2000_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,中毒的敌人会把毒素传染给周围所有敌人，造成60%毒伤害
910002,91,2,7402:0_8402:0_9402:0_10192:3000_10196:1000_10199:0_10201:0_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,火属性攻击有几率燃烧目标并造成20%火伤害
910004,91,4,7402:0_8402:0_9402:0_10192:3000_10196:1000_10184:1000_10199:0_10201:0_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,防御效果提升30%
910006,91,6,7402:0_8402:0_9402:0_10192:3000_10196:1000_10184:1000_10111:1000_10199:0_10201:0_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,火伤害增加40%
910008,91,8,7402:0_8402:0_9402:0_10192:3000_10196:1000_10184:1000_10111:1000_10199:0_10201:0_10186:2000_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,攻击产生爆炸伤害，对周围所有目标造成60%火伤害
920002,92,2,7402:0_8402:0_9402:0_10193:3000_10196:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,冰属性攻击有几率冰冻目标并造成20%冰伤害
920004,92,4,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,受到所有伤害降低30%
920006,92,6,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10112:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,冰伤害增加40%
920008,92,8,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10112:1000_10198:0_10202:0_10187:2000_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,攻击产生溅射伤害，对周围所有目标造成60%冰伤害
930002,93,2,7402:0_8402:0_9402:0_10194:3000_10196:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,电属性攻击有几率麻痹目标并造成20%电伤害
930004,93,4,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,吸收30%受到的伤害
930006,93,6,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10113:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,电伤害增加40%
930008,93,8,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10113:1000_10197:0_10200:0_10188:2000_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,攻击产生连锁闪电，对周围所有目标造成60%电伤害
940002,94,2,7402:0_8402:0_9402:0_10195:3000_10196:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,毒属性攻击有几率使目标中毒并造成20%毒伤害
940004,94,4,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,受到伤害的15%转化为自身生命值
940006,94,6,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10114:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,毒伤害增加40%
940008,94,8,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10114:1000_10204:0_10203:0_10189:2000_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,中毒的敌人会把毒素传染给周围所有敌人，造成60%毒伤害
1010002,101,2,7402:0_8402:0_9402:0_10192:3000_10196:1000_10199:0_10201:0_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,火属性攻击有几率燃烧目标并造成20%火伤害
1010004,101,4,7402:0_8402:0_9402:0_10192:3000_10196:1000_10184:1000_10199:0_10201:0_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,防御效果提升30%
1010006,101,6,7402:0_8402:0_9402:0_10192:3000_10196:1000_10184:1000_10111:1000_10199:0_10201:0_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,火伤害增加40%
1010008,101,8,7402:0_8402:0_9402:0_10192:3000_10196:1000_10184:1000_10111:1000_10199:0_10201:0_10186:2000_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,攻击产生爆炸伤害，对周围所有目标造成60%火伤害
1020002,102,2,7402:0_8402:0_9402:0_10193:3000_10196:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,冰属性攻击有几率冰冻目标并造成20%冰伤害
1020004,102,4,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,受到所有伤害降低30%
1020006,102,6,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10112:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,冰伤害增加40%
1020008,102,8,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10112:1000_10198:0_10202:0_10187:2000_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,攻击产生溅射伤害，对周围所有目标造成60%冰伤害
1030002,103,2,7402:0_8402:0_9402:0_10194:3000_10196:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,电属性攻击有几率麻痹目标并造成20%电伤害
1030004,103,4,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,吸收30%受到的伤害
1030006,103,6,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10113:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,电伤害增加40%
1030008,103,8,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10113:1000_10197:0_10200:0_10188:2000_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,攻击产生连锁闪电，对周围所有目标造成60%电伤害
1040002,104,2,7402:0_8402:0_9402:0_10195:3000_10196:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,毒属性攻击有几率使目标中毒并造成20%毒伤害
1040004,104,4,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,受到伤害的15%转化为自身生命值
1040006,104,6,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10114:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,毒伤害增加40%
1040008,104,8,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10114:1000_10204:0_10203:0_10189:2000_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,中毒的敌人会把毒素传染给周围所有敌人，造成60%毒伤害
1110002,111,2,7402:0_8402:0_9402:0_10192:3000_10196:1000_10199:0_10201:0_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,火属性攻击有几率燃烧目标并造成20%火伤害
1110004,111,4,7402:0_8402:0_9402:0_10192:3000_10196:1000_10184:1000_10199:0_10201:0_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,防御效果提升30%
1110006,111,6,7402:0_8402:0_9402:0_10192:3000_10196:1000_10184:1000_10111:1000_10199:0_10201:0_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,火伤害增加40%
1110008,111,8,7402:0_8402:0_9402:0_10192:3000_10196:1000_10184:1000_10111:1000_10199:0_10201:0_10186:2000_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,攻击产生爆炸伤害，对周围所有目标造成60%火伤害
1120002,112,2,7402:0_8402:0_9402:0_10193:3000_10196:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,冰属性攻击有几率冰冻目标并造成20%冰伤害
1120004,112,4,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,受到所有伤害降低30%
1120006,112,6,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10112:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,冰伤害增加40%
1120008,112,8,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10112:1000_10198:0_10202:0_10187:2000_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,攻击产生溅射伤害，对周围所有目标造成60%冰伤害
1130002,113,2,7402:0_8402:0_9402:0_10194:3000_10196:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,电属性攻击有几率麻痹目标并造成20%电伤害
1130004,113,4,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,吸收30%受到的伤害
1130006,113,6,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10113:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,电伤害增加40%
1130008,113,8,7402:0_8402:0_9402:0_10194:3000_10196:1000_10184:1000_10113:1000_10197:0_10200:0_10188:2000_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,攻击产生连锁闪电，对周围所有目标造成60%电伤害
1140002,114,2,7402:0_8402:0_9402:0_10195:3000_10196:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,毒属性攻击有几率使目标中毒并造成20%毒伤害
1140004,114,4,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,受到伤害的15%转化为自身生命值
1140006,114,6,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10114:1000_10204:0_10203:0_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,毒伤害增加40%
1140008,114,8,7402:0_8402:0_9402:0_10195:3000_10196:1000_10185:1000_10114:1000_10204:0_10203:0_10189:2000_10197:0_10198:0_10199:0_10200:0_10201:0_10202:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,中毒的敌人会把毒素传染给周围所有敌人，造成60%毒伤害
1210002,121,2,7402:0_8402:0_9402:0_10192:3000_10196:1000_10199:0_10201:0_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,火属性攻击有几率燃烧目标并造成20%火伤害
1210004,121,4,7402:0_8402:0_9402:0_10192:3000_10196:1000_10184:1000_10199:0_10201:0_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,防御效果提升30%
1210006,121,6,7402:0_8402:0_9402:0_10192:3000_10196:1000_10184:1000_10111:1000_10199:0_10201:0_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,火伤害增加40%
1210008,121,8,7402:0_8402:0_9402:0_10192:3000_10196:1000_10184:1000_10111:1000_10199:0_10201:0_10186:2000_10197:0_10198:0_10200:0_10202:0_10203:0_10204:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,攻击产生爆炸伤害，对周围所有目标造成60%火伤害
1220002,122,2,7402:0_8402:0_9402:0_10193:3000_10196:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,冰属性攻击有几率冰冻目标并造成20%冰伤害
1220004,122,4,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:1000_5402:1000_6402:1000,4402:1000_5402:1000_6402:1000,受到所有伤害降低30%
1220006,122,6,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10112:1000_10198:0_10202:0_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:2000_5402:2000_6402:2000,4402:2000_5402:2000_6402:2000,冰伤害增加40%
1220008,122,8,7402:0_8402:0_9402:0_10193:3000_10196:1000_10184:1000_10112:1000_10198:0_10202:0_10187:2000_10197:0_10199:0_10200:0_10201:0_10203:0_10204:0_4402:3000_5402:3000_6402:3000,4402:3000_5402:3000_6402:3000,攻击产生溅射伤害，对周围所有目标造成60%冰伤害
1230002,123,2,7402:0_8402:0_9402:0_10194:3000_10196:1000_10197:0_10200:0_10198:0_10199:0_10201:0_10202:0_10203:0_10204:0_4402:500_5402:500_6402:500,4402:500_5402:500_6402:500,电属性攻击有几率麻痹目标并造成20%电伤害
