paipaiworld_config,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,15,16,17,18,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,38400001:,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
42652077,77级天罡头冠,迷宫,520771,5,2,0,0:10,10,77,77,46700001:34,0:100,0,3:100,5077212:1_5077262:2_5077272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652078,78级天罡头冠,迷宫,520781,5,2,0,0:10,10,78,78,46700001:35,0:100,0,3:100,5078212:1_5078262:2_5078272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652079,79级天罡头冠,迷宫,520791,5,2,0,0:10,10,79,79,46700001:35,0:100,0,3:100,5079212:1_5079262:2_5079272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652080,80级天罡头冠,迷宫,520801,5,2,0,0:10,10,80,80,46700001:36,0:100,0,3:100,5080212:1_5080262:2_5080272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652081,81级雷神头冠,迷宫,520811,5,2,0,0:10,10,81,81,46700001:36,0:100,0,3:100,5081212:1_5081262:2_5081272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652082,82级雷神头冠,迷宫,520821,5,2,0,0:10,10,82,82,46700001:36,0:100,0,3:100,5082212:1_5082262:2_5082272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652083,83级雷神头冠,迷宫,520831,5,2,0,0:10,10,83,83,46700001:37,0:100,0,3:100,5083212:1_5083262:2_5083272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652084,84级雷神头冠,迷宫,520841,5,2,0,0:10,10,84,84,46700001:37,0:100,0,3:100,5084212:1_5084262:2_5084272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652085,85级雷神头冠,迷宫,520851,5,2,0,0:10,10,85,85,46700001:38,0:100,0,3:100,5085212:1_5085262:2_5085272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652086,86级雷神头冠,迷宫,520861,5,2,0,0:10,10,86,86,46700001:38,0:100,0,3:100,5086212:1_5086262:2_5086272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652087,87级雷神头冠,迷宫,520871,5,2,0,0:10,10,87,87,46700001:38,0:100,0,3:100,5087212:1_5087262:2_5087272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652088,88级雷神头冠,迷宫,520881,5,2,0,0:10,10,88,88,46700001:39,0:100,0,3:100,5088212:1_5088262:2_5088272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652089,89级雷神头冠,迷宫,520891,5,2,0,0:10,10,89,89,46700001:39,0:100,0,3:100,5089212:1_5089262:2_5089272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652090,90级雷神头冠,迷宫,520901,5,2,0,0:10,10,90,90,46700001:40,0:100,0,3:100,5090212:1_5090262:2_5090272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652091,91级狮吼头冠,迷宫,520911,5,2,0,0:10,10,91,91,46700001:40,0:100,0,3:100,5091212:1_5091262:2_5091272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652092,92级狮吼头冠,迷宫,520921,5,2,0,0:10,10,92,92,46700001:40,0:100,0,3:100,5092212:1_5092262:2_5092272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652093,93级狮吼头冠,迷宫,520931,5,2,0,0:10,10,93,93,46700001:41,0:100,0,3:100,5093212:1_5093262:2_5093272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652094,94级狮吼头冠,迷宫,520941,5,2,0,0:10,10,94,94,46700001:41,0:100,0,3:100,5094212:1_5094262:2_5094272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652095,95级狮吼头冠,迷宫,520951,5,2,0,0:10,10,95,95,46700001:42,0:100,0,3:100,5095212:1_5095262:2_5095272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652096,96级狮吼头冠,迷宫,520961,5,2,0,0:10,10,96,96,46700001:42,0:100,0,3:100,5096212:1_5096262:2_5096272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652097,97级狮吼头冠,迷宫,520971,5,2,0,0:10,10,97,97,46700001:42,0:100,0,3:100,5097212:1_5097262:2_5097272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652098,98级狮吼头冠,迷宫,520981,5,2,0,0:10,10,98,98,46700001:43,0:100,0,3:100,5098212:1_5098262:2_5098272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652099,99级狮吼头冠,迷宫,520991,5,2,0,0:10,10,99,99,46700001:43,0:100,0,3:100,5099212:1_5099262:2_5099272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652100,100级狮吼头冠,迷宫,521001,5,2,0,0:10,10,100,100,46700001:44,0:100,0,3:100,5100212:1_5100262:2_5100272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652101,101级灵蛇头冠,迷宫,521011,5,2,0,0:10,10,101,101,46700001:44,0:100,0,3:100,5101212:1_5101262:2_5101272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652102,102级灵蛇头冠,迷宫,521021,5,2,0,0:10,10,102,102,46700001:44,0:100,0,3:100,5102212:1_5102262:2_5102272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652103,103级灵蛇头冠,迷宫,521031,5,2,0,0:10,10,103,103,46700001:45,0:100,0,3:100,5103212:1_5103262:2_5103272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652104,104级灵蛇头冠,迷宫,521041,5,2,0,0:10,10,104,104,46700001:45,0:100,0,3:100,5104212:1_5104262:2_5104272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652105,105级灵蛇头冠,迷宫,521051,5,2,0,0:10,10,105,105,46700001:46,0:100,0,3:100,5105212:1_5105262:2_5105272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652106,106级灵蛇头冠,迷宫,521061,5,2,0,0:10,10,106,106,46700001:46,0:100,0,3:100,5106212:1_5106262:2_5106272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652107,107级灵蛇头冠,迷宫,521071,5,2,0,0:10,10,107,107,46700001:46,0:100,0,3:100,5107212:1_5107262:2_5107272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652108,108级灵蛇头冠,迷宫,521081,5,2,0,0:10,10,108,108,46700001:47,0:100,0,3:100,5108212:1_5108262:2_5108272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652109,109级灵蛇头冠,迷宫,521091,5,2,0,0:10,10,109,109,46700001:47,0:100,0,3:100,5109212:1_5109262:2_5109272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652110,110级灵蛇头冠,迷宫,521101,5,2,0,0:10,10,110,110,46700001:48,0:100,0,3:100,5110212:1_5110262:2_5110272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652111,111级朱雀头冠,迷宫,521111,5,2,0,0:10,10,111,111,46700001:48,0:100,0,3:100,5111212:1_5111262:2_5111272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652112,112级朱雀头冠,迷宫,521121,5,2,0,0:10,10,112,112,46700001:48,0:100,0,3:100,5112212:1_5112262:2_5112272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652113,113级朱雀头冠,迷宫,521131,5,2,0,0:10,10,113,113,46700001:49,0:100,0,3:100,5113212:1_5113262:2_5113272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652114,114级朱雀头冠,迷宫,521141,5,2,0,0:10,10,114,114,46700001:49,0:100,0,3:100,5114212:1_5114262:2_5114272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652115,115级朱雀头冠,迷宫,521151,5,2,0,0:10,10,115,115,46700001:50,0:100,0,3:100,5115212:1_5115262:2_5115272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652116,116级朱雀头冠,迷宫,521161,5,2,0,0:10,10,116,116,46700001:50,0:100,0,3:100,5116212:1_5116262:2_5116272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652117,117级朱雀头冠,迷宫,521171,5,2,0,0:10,10,117,117,46700001:50,0:100,0,3:100,5117212:1_5117262:2_5117272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652118,118级朱雀头冠,迷宫,521181,5,2,0,0:10,10,118,118,46700001:51,0:100,0,3:100,5118212:1_5118262:2_5118272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652119,119级朱雀头冠,迷宫,521191,5,2,0,0:10,10,119,119,46700001:51,0:100,0,3:100,5119212:1_5119262:2_5119272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652120,120级朱雀头冠,迷宫,521201,5,2,0,0:10,10,120,120,46700001:52,0:100,0,3:100,5120212:1_5120262:2_5120272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652121,121级龙形头冠,迷宫,521211,5,2,0,0:10,10,121,121,46700001:52,0:100,0,3:100,5121212:1_5121262:2_5121272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652122,122级龙形头冠,迷宫,521221,5,2,0,0:10,10,122,122,46700001:52,0:100,0,3:100,5122212:1_5122262:2_5122272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652123,123级龙形头冠,迷宫,521231,5,2,0,0:10,10,123,123,46700001:53,0:100,0,3:100,5123212:1_5123262:2_5123272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652124,124级龙形头冠,迷宫,521241,5,2,0,0:10,10,124,124,46700001:53,0:100,0,3:100,5124212:1_5124262:2_5124272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652125,125级龙形头冠,迷宫,521251,5,2,0,0:10,10,125,125,46700001:54,0:100,0,3:100,5125212:1_5125262:2_5125272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652126,126级龙形头冠,迷宫,521261,5,2,0,0:10,10,126,126,46700001:54,0:100,0,3:100,5126212:1_5126262:2_5126272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652127,127级龙形头冠,迷宫,521271,5,2,0,0:10,10,127,127,46700001:54,0:100,0,3:100,5127212:1_5127262:2_5127272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652128,128级龙形头冠,迷宫,521281,5,2,0,0:10,10,128,128,46700001:55,0:100,0,3:100,5128212:1_5128262:2_5128272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652129,129级龙形头冠,迷宫,521291,5,2,0,0:10,10,129,129,46700001:55,0:100,0,3:100,5129212:1_5129262:2_5129272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652130,130级龙形头冠,迷宫,521301,5,2,0,0:10,10,130,130,46700001:56,0:100,0,3:100,5130212:1_5130262:2_5130272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652131,131级龙王头冠,迷宫,521311,5,2,0,0:10,10,131,131,46700001:56,0:100,0,3:100,5131212:1_5131262:2_5131272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652132,132级龙王头冠,迷宫,521321,5,2,0,0:10,10,132,132,46700001:56,0:100,0,3:100,5132212:1_5132262:2_5132272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652133,133级龙王头冠,迷宫,521331,5,2,0,0:10,10,133,133,46700001:57,0:100,0,3:100,5133212:1_5133262:2_5133272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652134,134级龙王头冠,迷宫,521341,5,2,0,0:10,10,134,134,46700001:57,0:100,0,3:100,5134212:1_5134262:2_5134272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652135,135级龙王头冠,迷宫,521351,5,2,0,0:10,10,135,135,46700001:58,0:100,0,3:100,5135212:1_5135262:2_5135272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652136,136级龙王头冠,迷宫,521361,5,2,0,0:10,10,136,136,46700001:58,0:100,0,3:100,5136212:1_5136262:2_5136272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652137,137级龙王头冠,迷宫,521371,5,2,0,0:10,10,137,137,46700001:58,0:100,0,3:100,5137212:1_5137262:2_5137272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652138,138级龙王头冠,迷宫,521381,5,2,0,0:10,10,138,138,46700001:59,0:100,0,3:100,5138212:1_5138262:2_5138272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652139,139级龙王头冠,迷宫,521391,5,2,0,0:10,10,139,139,46700001:59,0:100,0,3:100,5139212:1_5139262:2_5139272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652140,140级龙王头冠,迷宫,521401,5,2,0,0:10,10,140,140,46700001:60,0:100,0,3:100,5140212:1_5140262:2_5140272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652141,141级龙皇头冠,迷宫,521411,5,2,0,0:10,10,141,141,46700001:60,0:100,0,3:100,5141212:1_5141262:2_5141272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652142,142级龙皇头冠,迷宫,521421,5,2,0,0:10,10,142,142,46700001:60,0:100,0,3:100,5142212:1_5142262:2_5142272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652143,143级龙皇头冠,迷宫,521431,5,2,0,0:10,10,143,143,46700001:61,0:100,0,3:100,5143212:1_5143262:2_5143272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652144,144级龙皇头冠,迷宫,521441,5,2,0,0:10,10,144,144,46700001:61,0:100,0,3:100,5144212:1_5144262:2_5144272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652145,145级龙皇头冠,迷宫,521451,5,2,0,0:10,10,145,145,46700001:62,0:100,0,3:100,5145212:1_5145262:2_5145272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652146,146级龙皇头冠,迷宫,521461,5,2,0,0:10,10,146,146,46700001:62,0:100,0,3:100,5146212:1_5146262:2_5146272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652147,147级龙皇头冠,迷宫,521471,5,2,0,0:10,10,147,147,46700001:62,0:100,0,3:100,5147212:1_5147262:2_5147272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652148,148级龙皇头冠,迷宫,521481,5,2,0,0:10,10,148,148,46700001:63,0:100,0,3:100,5148212:1_5148262:2_5148272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652149,149级龙皇头冠,迷宫,521491,5,2,0,0:10,10,149,149,46700001:63,0:100,0,3:100,5149212:1_5149262:2_5149272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652150,150级龙皇头冠,迷宫,521501,5,2,0,0:10,10,150,150,46700001:64,0:100,0,3:100,5150212:1_5150262:2_5150272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652151,151级龙神头冠,迷宫,521511,5,2,0,0:10,10,151,151,46700001:64,0:100,0,3:100,5151212:1_5151262:2_5151272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652152,152级龙神头冠,迷宫,521521,5,2,0,0:10,10,152,152,46700001:64,0:100,0,3:100,5152212:1_5152262:2_5152272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652153,153级龙神头冠,迷宫,521531,5,2,0,0:10,10,153,153,46700001:65,0:100,0,3:100,5153212:1_5153262:2_5153272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652154,154级龙神头冠,迷宫,521541,5,2,0,0:10,10,154,154,46700001:65,0:100,0,3:100,5154212:1_5154262:2_5154272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652155,155级龙神头冠,迷宫,521551,5,2,0,0:10,10,155,155,46700001:66,0:100,0,3:100,5155212:1_5155262:2_5155272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652156,156级龙神头冠,迷宫,521561,5,2,0,0:10,10,156,156,46700001:66,0:100,0,3:100,5156212:1_5156262:2_5156272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652157,157级龙神头冠,迷宫,521571,5,2,0,0:10,10,157,157,46700001:66,0:100,0,3:100,5157212:1_5157262:2_5157272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652158,158级龙神头冠,迷宫,521581,5,2,0,0:10,10,158,158,46700001:67,0:100,0,3:100,5158212:1_5158262:2_5158272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652159,159级龙神头冠,迷宫,521591,5,2,0,0:10,10,159,159,46700001:67,0:100,0,3:100,5159212:1_5159262:2_5159272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
42652160,160级龙神头冠,迷宫,521601,5,2,0,0:10,10,160,160,46700001:68,0:100,0,3:100,5160212:1_5160262:2_5160272:3,1:100,5001222:100,0:0,0:0,0:0,0:0,0,0:0,0:0,1,1,1,0:0,0,0,0:0,0:10,0:100,1:10_2:10_3:10_4:10_5:10,0:0,0:0
